id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,associatedCollectors,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,preparations,country,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey-dbpk,collId,recordId,references
629993,MIN,Lichens,,PreservedSpecimen,7c254019-a59a-450b-8492-a5788b944a08,022555,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavoparmelia caperata",278876,"(L.) Hale",Flavoparmelia,caperata,,,,,,,,,,"Fink, B.",,26,1900-06-19,1900,6,19,170,,19/Jun/1900,,,"on trees",,,,,,,,,,,,,,"United States",Minnesota,"Otter Tail",,"Battle Lake",,0,,,,,,,,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:7c254019-a59a-450b-8492-a5788b944a08,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=629993
629994,MIN,Lichens,,PreservedSpecimen,08358cd7-380a-4f3b-9a20-a5cb8ec74af9,022556,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavopunctelia flaventior",278914,"(Stirt.) Hale",Flavopunctelia,flaventior,,,,,,,,,,"Fink, B.",,659,1900-07-11,1900,7,11,192,,11/Jul/1900,,,"on pines, det hale",,,,,,,,,,,,,,"United States",Minnesota,Beltrami,,Bemidji,,0,,,,,,,,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:08358cd7-380a-4f3b-9a20-a5cb8ec74af9,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=629994
629995,MIN,Lichens,,PreservedSpecimen,c03c27f6-b01f-469a-b32c-af1d263a8dcf,022558,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavoparmelia caperata",278876,"(L.) Hale",Flavoparmelia,caperata,,,,,,,,,,"Fink, B.",,527,1900-07-07,1900,7,7,188,,07/Jul/1900,,,"on tamarack",,,,,,,,,,,,,,"United States",Minnesota,Beltrami,,Bemidji,,0,,,,,,,,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:c03c27f6-b01f-469a-b32c-af1d263a8dcf,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=629995
629996,MIN,Lichens,,PreservedSpecimen,03025c51-f0a5-4f41-854f-94e9bcaa233a,022559,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavoparmelia caperata",278876,"(L.) Hale",Flavoparmelia,caperata,,,,,,,,,,"Fink, B.",,195,1900-06-25,1900,6,25,176,,25/Jun/1900,,,"on tamarack",,,,,,,,,,,,,,"United States",Minnesota,"Otter Tail",,Henning,,0,,,,,,,,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:03025c51-f0a5-4f41-854f-94e9bcaa233a,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=629996
629997,MIN,Lichens,,PreservedSpecimen,dcec5d03-856c-4a42-9480-2a7d35bef246,022560,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavopunctelia flaventior",278914,"(Stirt.) Hale",Flavopunctelia,flaventior,,,,,,,,,,"Fink, B.",,898,1900-07-26,1900,7,26,207,,26/Jul/1900,,,"on trees, det hale",,,,,,,,,,,,,,"United States",Minnesota,Beltrami,,"Red Lake",,0,,,,,,,,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:dcec5d03-856c-4a42-9480-2a7d35bef246,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=629997
629998,MIN,Lichens,,PreservedSpecimen,77a85f13-c10f-4339-878a-199bd44ce774,022561,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavopunctelia flaventior",278914,"(Stirt.) Hale",Flavopunctelia,flaventior,,,,,,,,,,"Fink, B.",,832,1900-07-20,1900,7,20,201,,20/Jul/1900,,,"on trees, det hale",,,,,,,,,,,,,,"United States",Minnesota,Pennington,,"Thief River Falls",,0,,,,,,,,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:77a85f13-c10f-4339-878a-199bd44ce774,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=629998
629999,MIN,Lichens,,PreservedSpecimen,542c2812-73a5-471a-91d3-a97b814584d7,022562,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavoparmelia caperata",278876,"(L.) Hale",Flavoparmelia,caperata,,,,,,,,,,"Fink, B.",,833,1900-07-20,1900,7,20,201,,20/Jul/1900,,,"on trees",,,,,,,,,,,,,,"United States",Minnesota,Pennington,,"Thief River Falls",,0,,,,,,,,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:542c2812-73a5-471a-91d3-a97b814584d7,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=629999
630000,MIN,Lichens,,PreservedSpecimen,c551a9ac-c6b7-4d16-88a3-59cebdecb584,022563,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavopunctelia flaventior",278914,"(Stirt.) Hale",Flavopunctelia,flaventior,,,,,,,,,,"Fink, B.",,409,1900-07-02,1900,7,2,183,,02/Jul/1900,,,"on tamarack, det hale",,,,,,,,,,,,,,"United States",Minnesota,"Otter Tail",,Henning,,0,,,,,,,,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:c551a9ac-c6b7-4d16-88a3-59cebdecb584,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=630000
630001,MIN,Lichens,,PreservedSpecimen,aa8dd740-385f-4056-b403-486412751fea,022564,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavopunctelia flaventior",278914,"(Stirt.) Hale",Flavopunctelia,flaventior,,,,,,,,,,"Fink, B.",,841,1900-07-20,1900,7,20,201,,20/Jul/1900,,,"on trees, det hale",,,,,,,,,,,,,,"United States",Minnesota,Pennington,,"Thief River Falls",,0,,,,,,,,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:aa8dd740-385f-4056-b403-486412751fea,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=630001
630002,MIN,Lichens,,PreservedSpecimen,e45be4fa-9a61-4be0-84d0-fa0482211b2c,022565,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavoparmelia baltimorensis",278874,"(Gyeln. & Fóriss) Hale",Flavoparmelia,baltimorensis,,,,,,,,,,"Fink, B.",,1033,1900-08-01,1900,8,1,213,,01/Aug/1900,,,"on rocks along lake, det hale",,,,,,,,,,,,,,"United States",Minnesota,Beltrami,,"Red Lake",,0,,,,,,,,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:e45be4fa-9a61-4be0-84d0-fa0482211b2c,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=630002
630003,MIN,Lichens,,PreservedSpecimen,f2278f18-af0e-4e1a-a881-8ba1fae07cc0,022566,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavoparmelia caperata",278876,"(L.) Hale",Flavoparmelia,caperata,,,,,,,,,,"Fink, B.",,916,1897-07-24,1897,7,24,205,,24/Jul/1897,,,"on trees",,,,,,,,,,,,,,"United States",Minnesota,Lake,,"Snowbank Lake Area; Superior National Forest",,0,,,,,,,,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:f2278f18-af0e-4e1a-a881-8ba1fae07cc0,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=630003
630004,MIN,Lichens,,PreservedSpecimen,6e95a0cc-5a3c-4df8-a54e-33f4de47541f,022567,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavoparmelia caperata",278876,"(L.) Hale",Flavoparmelia,caperata,,,,,,,,,,"Fink, B.",,107,1897-06-23,1897,6,23,174,,23/Jun/1897,,,"on rocks",,,,,,,,,,,,,,"United States",Minnesota,Cook,,"Grand Portage Island",,0,,,,,,,,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:6e95a0cc-5a3c-4df8-a54e-33f4de47541f,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=630004
630005,MIN,Lichens,,PreservedSpecimen,1b20deec-11e3-45f0-9aa0-352a3e76136d,022568,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavoparmelia caperata",278876,"(L.) Hale",Flavoparmelia,caperata,,,,,,,,,,"Fink, B.",,s.n.,1902-08-02,1902,8,2,214,,02/Aug/1902,,,"on cedar, hibbard ph. 5282",,,,,,,,,,,,,,"United States",Minnesota,Cook,,"Grand Marais",,0,,,,,,,,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:1b20deec-11e3-45f0-9aa0-352a3e76136d,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=630005
630006,MIN,Lichens,,PreservedSpecimen,2e90e95c-58ca-42b8-9ae8-8855de1a506b,022569,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavoparmelia caperata",278876,"(L.) Hale",Flavoparmelia,caperata,,,,,,,,,,"Fink, B.",,s.n.,1902-00-00,1902,0,0,,,00/000/1902,,,"on cedar, hibbard ph. 5287",,,,,,,,,,,,,,"United States",Minnesota,Cook,,"Grand Marais",,0,,,,,,,,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:2e90e95c-58ca-42b8-9ae8-8855de1a506b,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=630006
630007,MIN,Lichens,,PreservedSpecimen,27e4144a-625e-427a-b5a9-64737b5cca51,022570,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavoparmelia caperata",278876,"(L.) Hale",Flavoparmelia,caperata,,,,,,,,,,"Fink, B.",,728,1897-07-14,1897,7,14,195,,14/Jul/1897,,,"on trees",,,,,,,,,,,,,,"United States",Minnesota,Lake,,"Beaver Bay",,0,,,,,,,,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:27e4144a-625e-427a-b5a9-64737b5cca51,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=630007
630008,MIN,Lichens,,PreservedSpecimen,2eeb9bc3-5b8d-4a00-a0b7-4c8a99a4c621,022571,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavoparmelia caperata",278876,"(L.) Hale",Flavoparmelia,caperata,,,,,,,,,,"Fink, B.",,254,1897-06-30,1897,6,30,181,,30/Jun/1897,,,"on earth",,,,,,,,,,,,,,"United States",Minnesota,Cook,,"Gunflint Trail; Superior National Forest",,0,,,,,,,,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:2eeb9bc3-5b8d-4a00-a0b7-4c8a99a4c621,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=630008
630009,MIN,Lichens,,PreservedSpecimen,21d2ee52-e889-488a-8050-cb7afe146d03,022572,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavoparmelia caperata",278876,"(L.) Hale",Flavoparmelia,caperata,,,,,,,,,,"Fink, B.",,403,1897-07-03,1897,7,3,184,,03/Jul/1897,,,"on trees",,,,,,,,,,,,,,"United States",Minnesota,Cook,,"Misquah Hills; Boundary Waters Canoe Area Wilderness",,0,,,,,,,,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:21d2ee52-e889-488a-8050-cb7afe146d03,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=630009
630010,MIN,Lichens,,PreservedSpecimen,a19845fa-2f7a-4772-aad5-e90ebc7cf256,022573,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavoparmelia caperata",278876,"(L.) Hale",Flavoparmelia,caperata,,,,,,,,,,"Fink, B.",,608,1897-07-10,1897,7,10,191,,10/Jul/1897,,,"on trees",,,,,,,,,,,,,,"United States",Minnesota,Cook,,"Tofte (Carlton Peak); Superior National Forest",,0,,,,,,,,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:a19845fa-2f7a-4772-aad5-e90ebc7cf256,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=630010
630011,MIN,Lichens,,PreservedSpecimen,b6e03485-b69a-47cb-860f-daf2909ef103,022574,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavoparmelia caperata",278876,"(L.) Hale",Flavoparmelia,caperata,,,,,,,,,,"Fink, B.",,768,1897-07-15,1897,7,15,196,,15/Jul/1897,,,"on rocks",,,,,,,,,,,,,,"United States",Minnesota,Lake,,Palisades,,0,,,,,,,,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:b6e03485-b69a-47cb-860f-daf2909ef103,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=630011
630012,MIN,Lichens,,PreservedSpecimen,49970b14-92c1-4f76-bc05-358efe057665,022576,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavoparmelia baltimorensis",278874,"(Gyeln. & Fóriss) Hale",Flavoparmelia,baltimorensis,,,,,,,,,,"Fink, B.",,285,1899-07-05,1899,7,5,186,,05/Jul/1899,,,"on rocks, det hale",,,,,,,,,,,,,,"United States",Minnesota,Brown,,"New Ulm",,0,,44.312463,-94.460529,,6434,,"danielstanton (2021-03-12 06:05:24)",,"georef batch tool 2021-03-12; GeoLocate","reviewed - high confidence",,,,,,,,,,,"2021-03-12 07:05:24",,11,urn:uuid:49970b14-92c1-4f76-bc05-358efe057665,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=630012
630013,MIN,Lichens,,PreservedSpecimen,f11563c9-1b61-4ba2-81bc-cb6ea0a1f0a1,022577,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavoparmelia baltimorensis",278874,"(Gyeln. & Fóriss) Hale",Flavoparmelia,baltimorensis,,,,,,,,,,"Fink, B.",,50,1896-08-15,1896,8,15,228,,15/Aug/1896,,,"on igneous rocks and sandstone, de",,,,,,,,,,,,,,"United States",Minnesota,Chisago,,"Taylors Falls; Interstate State Park",,0,,,,,,,,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:f11563c9-1b61-4ba2-81bc-cb6ea0a1f0a1,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=630013
630014,MIN,Lichens,,PreservedSpecimen,f2d5328e-df4e-4b66-a972-af12916d7c00,022578,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavoparmelia baltimorensis",278874,"(Gyeln. & Fóriss) Hale",Flavoparmelia,baltimorensis,,,,,,,,,,"Fink, B.",,53,1899-06-23,1899,6,23,174,,23/Jun/1899,,,"on trees and rocks",,,,,,,,,,,,,,"United States",Minnesota,"Blue Earth",,Mankato,,0,,44.164809,-94.012103,,5029,,"danielstanton (2021-03-12 06:01:14)",,"georef batch tool 2021-03-12; GeoLocate","reviewed - high confidence",,,,,,,,,,,"2021-03-12 07:01:14",,11,urn:uuid:f2d5328e-df4e-4b66-a972-af12916d7c00,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=630014
630015,MIN,Lichens,,PreservedSpecimen,9344f7c4-d034-4ee9-aa85-5057dece5338,022579,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavoparmelia baltimorensis",278874,"(Gyeln. & Fóriss) Hale",Flavoparmelia,baltimorensis,,,,,,,,,,"Frost, W.",,115,1892-06-00,1892,6,0,,,00/Jun/1892,,,,,,,,,,,,,,,,,"United States",Minnesota,Meeker,,Litchfield,,0,,,,,,,,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:9344f7c4-d034-4ee9-aa85-5057dece5338,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=630015
630016,MIN,Lichens,,PreservedSpecimen,dc574901-3b9c-4874-ad8a-34dc6dcec243,022580,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavoparmelia baltimorensis",278874,"(Gyeln. & Fóriss) Hale",Flavoparmelia,baltimorensis,,,"Caleb Morse",2016,,,,,,"Manzel, M.",,s.n.,1892-00-00,1892,0,0,,,00/000/1892,,,"on rocks",,,,,,,,,,,,,,"United States",Minnesota,Pipestone,,"Pipestone; Pipestone National Monument",,0,,44.013519,-96.324755,WGS84,1665,,,,GeoLocate,,,,,,,,,,,,"2019-11-13 11:54:06",,11,urn:uuid:dc574901-3b9c-4874-ad8a-34dc6dcec243,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=630016
630018,MIN,Lichens,,PreservedSpecimen,5ac6df50-373a-4a3d-bc3d-4ec4a25f2fd1,022582,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavopunctelia soredica",278918,"(Nyl.) Hale",Flavopunctelia,soredica,,,,,,,,,,"Macmillan, C.",,4,1896-07-00,1896,7,0,,,00/Jul/1896,,,"on wood, det hale",,,,,,,,,,,,,,"United States",Minnesota,"Lake of the Woods",,"Lake of the Woods",,0,,,,,,,,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:5ac6df50-373a-4a3d-bc3d-4ec4a25f2fd1,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=630018
630019,MIN,Lichens,,PreservedSpecimen,2ea178ae-5024-4d04-96f8-f329c4fff25e,022583,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavoparmelia baltimorensis",278874,"(Gyeln. & Fóriss) Hale",Flavoparmelia,baltimorensis,,,,,,,,,,"Fink, B.",,153,1899-06-27,1899,6,27,178,,27/Jun/1899,,,"on trees, det hale",,,,,,,,,,,,,,"United States",Minnesota,"Blue Earth",,"Mankato (Minneopa)",,0,,44.163517,-94.085932,,2201,,"danielstanton (2021-03-12 06:00:18)",,"georef batch tool 2021-03-12; GeoLocate","reviewed - high confidence","park centroid",,,,,,,,,,"2021-03-12 07:00:18",,11,urn:uuid:2ea178ae-5024-4d04-96f8-f329c4fff25e,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=630019
630020,MIN,Lichens,,PreservedSpecimen,c4550d9b-f690-4a03-b234-2a7b601259c7,022584,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavoparmelia baltimorensis",278874,"(Gyeln. & Fóriss) Hale",Flavoparmelia,baltimorensis,,,,,,,,,,"Fink, B.",,441,1899-07-11,1899,7,11,192,,11/Jul/1899,,,"on shaded igneous rocks, det hale",,,,,,,,,,,,,,"United States",Minnesota,"Yellow Medicine",,"Granite Falls",,0,,44.806697,-95.545452,WGS84,5000,,"danielstanton (2019-11-22 07:49:54)",,"georef batch tool 2019-11-22","reviewed - high confidence",,,,,,,,,,,"2019-11-22 08:49:54",,11,urn:uuid:c4550d9b-f690-4a03-b234-2a7b601259c7,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=630020
630021,MIN,Lichens,,PreservedSpecimen,49481198-56cc-48bf-9877-0761ba2fd9b0,022585,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavoparmelia caperata",278876,"(L.) Hale",Flavoparmelia,caperata,,,,,,,,,,"Sheldon, E.",,4108,1891-04-00,1891,4,0,,,00/Apr/1891,,,,,,,,,,,,,,,,,"United States",Minnesota,Hennepin,,"Neapolis, Minnehaha",,0,,,,,,,,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:49481198-56cc-48bf-9877-0761ba2fd9b0,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=630021
630022,MIN,Lichens,,PreservedSpecimen,017216b7-d96a-49fe-85d4-4b62867010db,022586,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavopunctelia flaventior",278914,"(Stirt.) Hale",Flavopunctelia,flaventior,,,,,,,,,,"Sheldon, E.",,2636,1892-06-00,1892,6,0,,,00/Jun/1892,,,"on pinus strobus, det hale",,,,,,,,,,,,,,"United States",Minnesota,"Mille Lacs",,"Mille Lacs Indian Reservation",,0,,,,,,,,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:017216b7-d96a-49fe-85d4-4b62867010db,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=630022
630023,MIN,Lichens,,PreservedSpecimen,5bfab10f-41ac-4d6b-935a-f57d3fcf2f35,022587,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavoparmelia caperata",278876,"(L.) Hale",Flavoparmelia,caperata,,,,,,,,,,"Arthur, J.",,25,1886-07-19,1886,7,19,200,,19/Jul/1886,,,"on fraxinus americana",,,,,,,,,,,,,,"United States",Minnesota,"Saint Louis",,"Vermilion Lake",,0,,,,,,,,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:5bfab10f-41ac-4d6b-935a-f57d3fcf2f35,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=630023
630027,MIN,Lichens,,PreservedSpecimen,798b2439-e500-450c-bef8-51a29b71bd7d,022593,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavoparmelia baltimorensis",278874,"(Gyeln. & Fóriss) Hale",Flavoparmelia,baltimorensis,,,,,,,,,,"Fink, B.",,50,1901-06-19,1901,6,19,170,,19/Jun/1901,,,"on old trees",,,,,,,,,,,,,,"United States",Minnesota,"Lake of the Woods",,Baudette,,0,,,,,,,,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:798b2439-e500-450c-bef8-51a29b71bd7d,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=630027
630029,MIN,Lichens,,PreservedSpecimen,8e03110a-644e-4819-9da6-7bfd2073990a,022595,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavoparmelia caperata",278876,"(L.) Hale",Flavoparmelia,caperata,,,,,,,,,,"Fink, B.",,18,1901-06-18,1901,6,18,169,,18/Jun/1901,,,"on trees",,,,,,,,,,,,,,"United States",Minnesota,"Lake of the Woods",,Baudette,,0,,,,,,,,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:8e03110a-644e-4819-9da6-7bfd2073990a,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=630029
630030,MIN,Lichens,,PreservedSpecimen,f07f4a7d-a099-418a-ba44-231ddff59ea0,022596,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavoparmelia baltimorensis",278874,"(Gyeln. & Fóriss) Hale",Flavoparmelia,baltimorensis,,,,,,,,,,"Fink, B.",,1718,1901-08-24,1901,8,24,236,,24/Aug/1901,,,"on rocks",,,,,,,,,,,,,,"United States",Minnesota,"Saint Louis",,Tower,,0,,,,,,,,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:f07f4a7d-a099-418a-ba44-231ddff59ea0,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=630030
630031,MIN,Lichens,,PreservedSpecimen,9861466a-71df-4b7f-99af-d0902028bb4a,022597,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavoparmelia caperata",278876,"(L.) Hale",Flavoparmelia,caperata,,,,,,,,,,"Fink, B.",,1510,1901-08-16,1901,8,16,228,,16/Aug/1901,,,"on cedars",,,,,,,,,,,,,,"United States",Minnesota,"Saint Louis",,Harding,,0,,,,,,,,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:9861466a-71df-4b7f-99af-d0902028bb4a,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=630031
630032,MIN,Lichens,,PreservedSpecimen,89b712f4-d405-4e5e-9d8b-53b52e3ea6a8,022598,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavoparmelia caperata",278876,"(L.) Hale",Flavoparmelia,caperata,,,,,,,,,,"Fink, B.",,524,1901-07-11,1901,7,11,192,,11/Jul/1901,,,"on trees",,,,,,,,,,,,,,"United States",Minnesota,"Lake of the Woods",,"Oak Island",,0,,49.309152,-94.849782,WGS84,1500,,"danielstanton (2021-03-11 16:25:23)",,"georef batch tool 2021-03-11","reviewed - high confidence","island centroid",,,,,,,,,,"2021-03-11 17:25:23",,11,urn:uuid:89b712f4-d405-4e5e-9d8b-53b52e3ea6a8,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=630032
630034,MIN,Lichens,,PreservedSpecimen,6407a93e-59a2-4157-b553-e78ee4971a9d,022600,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavoparmelia caperata",278876,"(L.) Hale",Flavoparmelia,caperata,,,,,,,,,,"Fink, B.",,356,1901-07-04,1901,7,4,185,,04/Jul/1901,,,"on the large rocks",,,,,,,,,,,,,,"United States",Minnesota,Roseau,,Warroad,,0,,,,,,,,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:6407a93e-59a2-4157-b553-e78ee4971a9d,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=630034
630035,MIN,Lichens,,PreservedSpecimen,39c8cbe5-0c2d-4668-9384-7581f42b2720,022601,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavopunctelia flaventior",278914,"(Stirt.) Hale",Flavopunctelia,flaventior,,,,,,,,,,"Fink, B.",,229,1901-06-28,1901,6,28,179,,28/Jun/1901,,,"on tamarack, det hale",,,,,,,,,,,,,,"United States",Minnesota,Roseau,,Warroad,,0,,,,,,,,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:39c8cbe5-0c2d-4668-9384-7581f42b2720,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=630035
630036,MIN,Lichens,,PreservedSpecimen,b1a1f6d2-5ec0-467d-b5d3-48082ee828d3,022602,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavopunctelia flaventior",278914,"(Stirt.) Hale",Flavopunctelia,flaventior,,,,,,,,,,"Fink, B.",,182,1901-06-26,1901,6,26,177,,26/Jun/1901,,,"on trees, det hale",,,,,,,,,,,,,,"United States",Minnesota,Roseau,,Warroad,,0,,,,,,,,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:b1a1f6d2-5ec0-467d-b5d3-48082ee828d3,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=630036
