id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,associatedCollectors,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,preparations,country,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey-dbpk,collId,recordId,references
643785,MIN,Lichens,,PreservedSpecimen,24ab653d-79f9-4e66-85ec-4e0f49b1f88a,653664,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavopunctelia flaventior",278914,"(Stirt.) Hale",Flavopunctelia,flaventior,,,,,,,,,,"Wetmore, C.",,22012,1973-10-13,1973,10,13,286,,13/Oct/1973,,,,,,,,,,,,,,,,,"United States",Minnesota,Washington,,"Taylors Falls, 14 Mi S; Saint Croix National Scenic Riverway",,0,,45.24833333,-92.77055556,,,"45°14'54""N, 92°46'14""W",,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:24ab653d-79f9-4e66-85ec-4e0f49b1f88a,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=643785
643802,MIN,Lichens,,PreservedSpecimen,42c83672-c7f3-4596-b414-29d34c80a2c0,653681,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavoparmelia caperata",278876,"(L.) Hale",Flavoparmelia,caperata,,,,,,,,,,"Wetmore, C.",,22078,1974-05-26,1974,5,26,146,,26/May/1974,,,"on fence post",,,,,,,,,,,,,,"United States",Minnesota,"Le Sueur",,"Le Sueur, 1 Mi N",,0,,44.483889,-93.8875,,,"44°29'02'N, 93°53'15'W",,,,,,,,,,,,,,,"2016-06-13 10:40:43",,11,urn:uuid:42c83672-c7f3-4596-b414-29d34c80a2c0,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=643802
643816,MIN,Lichens,,PreservedSpecimen,4f2b3ef9-f40e-481b-b4f2-87c631b09c61,653695,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavoparmelia caperata",278876,"(L.) Hale",Flavoparmelia,caperata,,,,,,,,,,"Wetmore, C.",,21939,1973-08-25,1973,8,25,237,,25/Aug/1973,,,,,,,,,,,,,,,,,"United States",Minnesota,Lake,,"Ely, 13 Mi E; Superior National Forest",,0,,47.95833333,-91.59555556,,,"47°57'30""N, 91°35'44""W",,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:4f2b3ef9-f40e-481b-b4f2-87c631b09c61,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=643816
643832,MIN,Lichens,,PreservedSpecimen,666a635b-8512-447e-a6f5-f81c78099ebb,653711,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavoparmelia caperata",278876,"(L.) Hale",Flavoparmelia,caperata,,,,,,,,,,"Wetmore, C.",,21979,1973-10-13,1973,10,13,286,,13/Oct/1973,,,,,,,,,,,,,,,,,"United States",Minnesota,Washington,,"Stillwater, 5 Mi Ne; Saint Croix National Scenic Riverway",,0,,45.12222222,-92.74722222,,,"45°07'20""N, 92°44'50""W",,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:666a635b-8512-447e-a6f5-f81c78099ebb,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=643832
643853,MIN,Lichens,,PreservedSpecimen,183e8874-013c-4912-9a68-c00e29eb317d,653732,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavoparmelia caperata",278876,"(L.) Hale",Flavoparmelia,caperata,,,,,,,,,,"Wetmore, C.",,21846,1973-08-24,1973,8,24,236,,24/Aug/1973,,,"on rock",,,,,,,,,,,,,,"United States",Minnesota,"Saint Louis",,"Fenske Lake, 4 Mi N; Superior National Forest",,0,,48.05277778,-91.92527778,,,"48°03'10""N, 91°55'31""W",,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:183e8874-013c-4912-9a68-c00e29eb317d,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=643853
643873,MIN,Lichens,,PreservedSpecimen,d5754cb8-ff8e-44f7-b70b-f99921477eb3,653752,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavoparmelia caperata",278876,"(L.) Hale",Flavoparmelia,caperata,,,,,,,,,,"Wetmore, C.",,21789,1973-08-23,1973,8,23,235,,23/Aug/1973,,,"on red pine",,,,,,,,,,,,,,"United States",Minnesota,"Saint Louis",,"Vermilion Falls; Superior National Forest",,0,,48.26277778,-92.56888889,,,"48°15'46""N, 92°34'08""W",,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:d5754cb8-ff8e-44f7-b70b-f99921477eb3,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=643873
643897,MIN,Lichens,,PreservedSpecimen,0e7a245c-0c53-4f20-940f-5163d2c86a70,653776,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavoparmelia baltimorensis",278874,"(Gyeln. & Fóriss) Hale",Flavoparmelia,baltimorensis,,,,,,,,,,"Wetmore, C.",,21723,1973-08-23,1973,8,23,235,,23/Aug/1973,,,"on rocks by water",,,,,,,,,,,,,,"United States",Minnesota,"Saint Louis",,"Vermilion Falls; Superior National Forest",,0,,48.26277778,-92.56888889,,,"48°15'46""N, 92°34'08""W",,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:0e7a245c-0c53-4f20-940f-5163d2c86a70,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=643897
643960,MIN,Lichens,,PreservedSpecimen,9e16a474-e009-4575-825c-6cebf59c3ad7,653945,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavopunctelia flaventior",278914,"(Stirt.) Hale",Flavopunctelia,flaventior,,,,,,,,,,"Wetmore, C.",,23955,1974-08-20,1974,8,20,232,,20/Aug/1974,,,"on jack pine",,,,,,,,,,,,,,"United States",Minnesota,Hubbard,,"Little Mantrap Lake",,0,,47.12361111,-95.14416667,,,"47°07'25""N, 95°08'39""W",,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:9e16a474-e009-4575-825c-6cebf59c3ad7,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=643960
643964,MIN,Lichens,,PreservedSpecimen,d3710823-ee99-47c7-b5a9-9188f16590af,653949,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavoparmelia caperata",278876,"(L.) Hale",Flavoparmelia,caperata,,,,,,,,,,"Wetmore, C.",,23944,1974-08-20,1974,8,20,232,,20/Aug/1974,,,"on jack pine",,,,,,,,,,,,,,"United States",Minnesota,Hubbard,,"Little Mantrap Lake",,0,,47.12361111,-95.14416667,,,"47°07'25""N, 95°08'39""W",,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:d3710823-ee99-47c7-b5a9-9188f16590af,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=643964
643982,MIN,Lichens,,PreservedSpecimen,af08990e-b205-47be-8df5-4998c3e5071e,653967,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavopunctelia soredica",278918,"(Nyl.) Hale",Flavopunctelia,soredica,,,,,,,,,,"Wetmore, C.",,23902,1974-08-20,1974,8,20,232,,20/Aug/1974,,,"on oak",,,,,,,,,,,,,,"United States",Minnesota,Hubbard,,"Little Mantrap Lake",,0,,47.12361111,-95.14416667,,,"47°07'25""N, 95°08'39""W",,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:af08990e-b205-47be-8df5-4998c3e5071e,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=643982
644013,MIN,Lichens,,PreservedSpecimen,46b152f6-13d5-43c7-a797-9e0745f379fe,653998,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavoparmelia caperata",278876,"(L.) Hale",Flavoparmelia,caperata,,,,,,,,,,"Wetmore, C.",,23809,1974-08-16,1974,8,16,228,,16/Aug/1974,,,"on oak",,,,,,,,,,,,,,"United States",Minnesota,Becker,,"Missouri Lake",,0,,47.13666667,-95.28388889,,,"47°08'12""N, 95°17'02""W",,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:46b152f6-13d5-43c7-a797-9e0745f379fe,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=644013
644019,MIN,Lichens,,PreservedSpecimen,52032ad0-6bef-4481-8937-79df41a23c05,654004,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavopunctelia flaventior",278914,"(Stirt.) Hale",Flavopunctelia,flaventior,,,,,,,,,,"Wetmore, C.",,23794,1974-08-16,1974,8,16,228,,16/Aug/1974,,,"on pine",,,,,,,,,,,,,,"United States",Minnesota,Becker,,"Missouri Lake",,0,,47.13666667,-95.28388889,,,"47°08'12""N, 95°17'02""W",,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:52032ad0-6bef-4481-8937-79df41a23c05,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=644019
644030,MIN,Lichens,,PreservedSpecimen,1e2e9093-9319-4802-9a2b-2a00b8228c8a,654015,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavopunctelia soredica",278918,"(Nyl.) Hale",Flavopunctelia,soredica,,,,,,,,,,"Wetmore, C.",,23772,1974-08-16,1974,8,16,228,,16/Aug/1974,,,,,,,,,,,,,,,,,"United States",Minnesota,Becker,,"Missouri Lake",,0,,47.13666667,-95.28388889,,,"47°08'12""N, 95°17'02""W",,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:1e2e9093-9319-4802-9a2b-2a00b8228c8a,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=644030
644056,MIN,Lichens,,PreservedSpecimen,a0dbd5ef-83e2-4abb-9532-58c829b650fb,654041,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavopunctelia flaventior",278914,"(Stirt.) Hale",Flavopunctelia,flaventior,,,,,,,,,,"Wetmore, C.",,23705,1974-08-12,1974,8,12,224,,12/Aug/1974,,,,,,,,,,,,,,,,,"United States",Minnesota,Lake,,"Shovel Point E of Silver Bay; Tettegouche State Park",,0,,47.33972222,-91.18472222,,,"47°20'23""N, 91°11'05""W",,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:a0dbd5ef-83e2-4abb-9532-58c829b650fb,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=644056
644064,MIN,Lichens,,PreservedSpecimen,3e6f3261-a5a0-4c29-87d5-79eae3e03633,654049,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavopunctelia flaventior",278914,"(Stirt.) Hale",Flavopunctelia,flaventior,,,,,,,,,,"Wetmore, C.",,23680,1974-08-12,1974,8,12,224,,12/Aug/1974,,,"on snag",,,,,,,,,,,,,,"United States",Minnesota,Lake,,"Shovel Point E of Silver Bay; Tettegouche State Park",,0,,47.33972222,-91.18472222,,,"47°20'23""N, 91°11'05""W",,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:3e6f3261-a5a0-4c29-87d5-79eae3e03633,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=644064
644079,MIN,Lichens,,PreservedSpecimen,d673690d-3852-4e07-85b7-cc7093ffed02,654064,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavopunctelia flaventior",278914,"(Stirt.) Hale",Flavopunctelia,flaventior,,,,,,,,,,"Wetmore, C.",,23643,1974-08-12,1974,8,12,224,,12/Aug/1974,,,"on white pine",,,,,,,,,,,,,,"United States",Minnesota,Lake,,"Shovel Point E of Silver Bay; Tettegouche State Park",,0,,47.33972222,-91.18472222,,,"47°20'23""N, 91°11'05""W",,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:d673690d-3852-4e07-85b7-cc7093ffed02,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=644079
644111,MIN,Lichens,,PreservedSpecimen,5de850c8-1795-4092-8acb-5720fac04883,654096,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavopunctelia flaventior",278914,"(Stirt.) Hale",Flavopunctelia,flaventior,,,,,,,,,,"Wetmore, C.",,23538,1974-08-09,1974,8,9,221,,09/Aug/1974,,,"on jack pine",,,,,,,,,,,,,,"United States",Minnesota,Becker,,"Two Inlets Lake",,0,,47.02972222,-95.21388889,,,"47°01'47""N, 95°12'50""W",,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:5de850c8-1795-4092-8acb-5720fac04883,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=644111
644114,MIN,Lichens,,PreservedSpecimen,4ed27b5b-9dc2-4e42-b70f-d25bfc0be83d,654099,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavopunctelia flaventior",278914,"(Stirt.) Hale",Flavopunctelia,flaventior,,,,,,,,,,"Wetmore, C.",,23529,1974-08-09,1974,8,9,221,,09/Aug/1974,,,"on jack pine",,,,,,,,,,,,,,"United States",Minnesota,Becker,,"Two Inlets Lake",,0,,47.02972222,-95.21388889,,,"47°01'47""N, 95°12'50""W",,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:4ed27b5b-9dc2-4e42-b70f-d25bfc0be83d,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=644114
644126,MIN,Lichens,,PreservedSpecimen,7de8a378-95a9-4c1a-b40a-542c7398e2b8,654111,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavoparmelia caperata",278876,"(L.) Hale",Flavoparmelia,caperata,,,,,,,,,,"Wetmore, C.",,23488,1974-08-09,1974,8,9,221,,09/Aug/1974,,,"on quaking aspen",,,,,,,,,,,,,,"United States",Minnesota,Becker,,"Two Inlets Lake",,0,,47.02972222,-95.21388889,,,"47°01'47""N, 95°12'50""W",,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:7de8a378-95a9-4c1a-b40a-542c7398e2b8,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=644126
644154,MIN,Lichens,,PreservedSpecimen,aaf5c312-0721-44c9-b321-1d9ca57afd80,654139,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavopunctelia flaventior",278914,"(Stirt.) Hale",Flavopunctelia,flaventior,,,,,,,,,,"Wetmore, C.",,23424,1974-08-07,1974,8,7,219,,07/Aug/1974,,,"on oak",,,,,,,,,,,,,,"United States",Minnesota,Polk,,"Fertile, 2 Mi Sw",,0,,47.5125,-96.28888889,,,"47°30'45""N, 96°17'20""W",,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:aaf5c312-0721-44c9-b321-1d9ca57afd80,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=644154
644172,MIN,Lichens,,PreservedSpecimen,1fc4ab78-c595-4aac-9593-fc8bd1635068,654157,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavopunctelia soredica",278918,"(Nyl.) Hale",Flavopunctelia,soredica,,,,,,,,,,"Wetmore, C.",,23352,1974-08-06,1974,8,6,218,,06/Aug/1974,,,"on white birch",,,,,,,,,,,,,,"United States",Minnesota,Beltrami,,"Bemidji, 5 Mi W",,0,,47.46972222,-94.99611111,,,"47°28'11""N, 94°59'46""W",,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:1fc4ab78-c595-4aac-9593-fc8bd1635068,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=644172
644174,MIN,Lichens,,PreservedSpecimen,c2974867-3a3b-4f4a-9871-d8f6bc668ea9,654159,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavoparmelia caperata",278876,"(L.) Hale",Flavoparmelia,caperata,,,,,,,,,,"Wetmore, C.",,23349,1974-08-06,1974,8,6,218,,06/Aug/1974,,,"on oak",,,,,,,,,,,,,,"United States",Minnesota,Beltrami,,"Bemidji, 5 Mi W",,0,,47.46972222,-94.99611111,,,"47°28'11""N, 94°59'46""W",,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:c2974867-3a3b-4f4a-9871-d8f6bc668ea9,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=644174
644177,MIN,Lichens,,PreservedSpecimen,6dde114b-79ad-487a-92ac-c0793bbc3da2,654162,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavopunctelia flaventior",278914,"(Stirt.) Hale",Flavopunctelia,flaventior,,,,,,,,,,"Wetmore, C.",,23346,1974-08-06,1974,8,6,218,,06/Aug/1974,,,"on oak",,,,,,,,,,,,,,"United States",Minnesota,Beltrami,,"Bemidji, 5 Mi W",,0,,47.46972222,-94.99611111,,,"47°28'11""N, 94°59'46""W",,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:6dde114b-79ad-487a-92ac-c0793bbc3da2,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=644177
644222,MIN,Lichens,,PreservedSpecimen,7f29ac76-6c18-4bd3-9e01-c020bbb53ac7,654207,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavoparmelia caperata",278876,"(L.) Hale",Flavoparmelia,caperata,,,,,,,,,,"Wetmore, C.",,23250,1974-08-04,1974,8,4,216,,04/Aug/1974,,,"on top of fallen tamarack",,,,,,,,,,,,,,"United States",Minnesota,Hubbard,,"Lasalle Creek Near Itasca State Park",,0,,47.24083333,-95.16,,,"47°14'27""N, 95°09'36""W",,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:7f29ac76-6c18-4bd3-9e01-c020bbb53ac7,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=644222
644224,MIN,Lichens,,PreservedSpecimen,39064d41-0cec-4acf-9fea-5155968f82df,654209,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavopunctelia flaventior",278914,"(Stirt.) Hale",Flavopunctelia,flaventior,,,,,,,,,,"Wetmore, C.",,23243,1974-08-04,1974,8,4,216,,04/Aug/1974,,,"on spruce",,,,,,,,,,,,,,"United States",Minnesota,Hubbard,,"Lasalle Creek Near Itasca State Park",,0,,47.24083333,-95.16,,,"47°14'27""N, 95°09'36""W",,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:39064d41-0cec-4acf-9fea-5155968f82df,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=644224
644240,MIN,Lichens,,PreservedSpecimen,fd3c4e79-6056-4751-b028-8361a8bf90c5,654225,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavopunctelia flaventior",278914,"(Stirt.) Hale",Flavopunctelia,flaventior,,,,,,,,,,"Wetmore, C.",,23217,1974-08-03,1974,8,3,215,,03/Aug/1974,,,"on oak",,,,,,,,,,,,,,"United States",Minnesota,Becker,,"Big Basswood Lake; White Earth State Forest",,0,,47.07666667,-95.35,,,"47°04'36""N, 95°21'00""W",,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:fd3c4e79-6056-4751-b028-8361a8bf90c5,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=644240
644248,MIN,Lichens,,PreservedSpecimen,a70a6c5f-c344-4c54-a328-81d341e99257,654233,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavopunctelia soredica",278918,"(Nyl.) Hale",Flavopunctelia,soredica,,,,,,,,,,"Wetmore, C.",,23205,1974-08-03,1974,8,3,215,,03/Aug/1974,,,"on oak",,,,,,,,,,,,,,"United States",Minnesota,Becker,,"Big Basswood Lake; White Earth State Forest",,0,,47.07666667,-95.35,,,"47°04'36""N, 95°21'00""W",,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:a70a6c5f-c344-4c54-a328-81d341e99257,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=644248
644260,MIN,Lichens,,PreservedSpecimen,e13be6d3-7a9a-4ca5-9e60-c30eb9528667,654245,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavoparmelia baltimorensis",278874,"(Gyeln. & Fóriss) Hale",Flavoparmelia,baltimorensis,,,,,,,,,,"Wetmore, C.",,23181,1974-08-03,1974,8,3,215,,03/Aug/1974,,,"on oak",,,,,,,,,,,,,,"United States",Minnesota,Becker,,"Big Basswood Lake; White Earth State Forest",,0,,47.07666667,-95.35,,,"47°04'36""N, 95°21'00""W",,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:e13be6d3-7a9a-4ca5-9e60-c30eb9528667,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=644260
644300,MIN,Lichens,,PreservedSpecimen,1879b8b0-b252-44a3-a0e6-5d2f244d3d07,654285,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavoparmelia caperata",278876,"(L.) Hale",Flavoparmelia,caperata,,,,,,,,,,"Wetmore, C.",,23085,1974-07-30,1974,7,30,211,,30/Jul/1974,,,"on ash",,,,,,,,,,,,,,"United States",Minnesota,Hubbard,,"Sheridan Lake",,0,,47.17888889,-94.90611111,,,"47°10'44""N, 94°54'22""W",,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:1879b8b0-b252-44a3-a0e6-5d2f244d3d07,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=644300
644313,MIN,Lichens,,PreservedSpecimen,e82d8f58-f523-47d4-85cf-5610e1f83b71,654298,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavopunctelia flaventior",278914,"(Stirt.) Hale",Flavopunctelia,flaventior,,,,,,,,,,"Wetmore, C.",,23064,1974-07-30,1974,7,30,211,,30/Jul/1974,,,"on basswood",,,,,,,,,,,,,,"United States",Minnesota,Hubbard,,"Sheridan Lake",,0,,47.17888889,-94.90611111,,,"47°10'44""N, 94°54'22""W",,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:e82d8f58-f523-47d4-85cf-5610e1f83b71,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=644313
644322,MIN,Lichens,,PreservedSpecimen,97ac29c2-b1c0-4659-a302-b33b6603ce1d,654307,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavopunctelia flaventior",278914,"(Stirt.) Hale",Flavopunctelia,flaventior,,,,,,,,,,"Wetmore, C.",,22961,1974-07-27,1974,7,27,208,,27/Jul/1974,,,"on elm",,,,,,,,,,,,,,"United States",Minnesota,Mahnomen,,"Little Elbow Lake, Near Camp; Little Elbow Lake State Park",,0,,47.18305556,-95.61055556,,,"47°10'59""N, 95°36'38""W",,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:97ac29c2-b1c0-4659-a302-b33b6603ce1d,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=644322
644331,MIN,Lichens,,PreservedSpecimen,bb0c51ed-1aa7-48d2-8258-aaac2ee353c2,654316,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavopunctelia flaventior",278914,"(Stirt.) Hale",Flavopunctelia,flaventior,,,,,,,,,,"Wetmore, C.",,22973,1974-07-27,1974,7,27,208,,27/Jul/1974,,,"on quaking aspen",,,,,,,,,,,,,,"United States",Minnesota,Mahnomen,,"Little Elbow Lake, Near Camp; Little Elbow Lake State Park",,0,,47.18305556,-95.61055556,,,"47°10'59""N, 95°36'38""W",,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:bb0c51ed-1aa7-48d2-8258-aaac2ee353c2,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=644331
644338,MIN,Lichens,,PreservedSpecimen,85b6a477-bf8d-4b32-8af7-32766f4e131e,654323,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavoparmelia caperata",278876,"(L.) Hale",Flavoparmelia,caperata,,,,,,,,,,"Wetmore, C.",,22985,1974-07-27,1974,7,27,208,,27/Jul/1974,,,"on willow",,,,,,,,,,,,,,"United States",Minnesota,Mahnomen,,"Little Elbow Lake, Near Camp; Little Elbow Lake State Park",,0,,47.18305556,-95.61055556,,,"47°10'59""N, 95°36'38""W",,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:85b6a477-bf8d-4b32-8af7-32766f4e131e,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=644338
644356,MIN,Lichens,,PreservedSpecimen,1b8f5219-a247-4c68-b07d-0ae9c1abaa63,654341,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavopunctelia flaventior",278914,"(Stirt.) Hale",Flavopunctelia,flaventior,,,,,,,,,,"Wetmore, C.",,22953,1974-07-26,1974,7,26,207,,26/Jul/1974,,,"on balsam fir",,,,,,,,,,,,,,"United States",Minnesota,Hubbard,,"Lake Hattie Nnw of Lake George",,0,,47.25694444,-95.06055556,,,"47°15'25""N, 95°03'38""W",,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:1b8f5219-a247-4c68-b07d-0ae9c1abaa63,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=644356
644358,MIN,Lichens,,PreservedSpecimen,6615b833-af8a-418a-86a3-3271637a95f1,654343,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavoparmelia caperata",278876,"(L.) Hale",Flavoparmelia,caperata,,,,,,,,,,"Wetmore, C.",,22951,1974-07-26,1974,7,26,207,,26/Jul/1974,,,"on balsam fir",,,,,,,,,,,,,,"United States",Minnesota,Hubbard,,"Lake Hattie Nnw of Lake George",,0,,47.25694444,-95.06055556,,,"47°15'25""N, 95°03'38""W",,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:6615b833-af8a-418a-86a3-3271637a95f1,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=644358
644380,MIN,Lichens,,PreservedSpecimen,8a0860b8-fbfc-4fd2-920e-caea8afb6906,654365,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"Flavopunctelia soredica",278918,"(Nyl.) Hale",Flavopunctelia,soredica,,,,,,,,,,"Wetmore, C.",,22911,1974-07-26,1974,7,26,207,,26/Jul/1974,,,"on white birch",,,,,,,,,,,,,,"United States",Minnesota,Hubbard,,"Lake Hattie Nnw of Lake George",,0,,47.25694444,-95.06055556,,,"47°15'25""N, 95°03'38""W",,,,,,,,,,,,,,,"2016-06-02 12:52:01",,11,urn:uuid:8a0860b8-fbfc-4fd2-920e-caea8afb6906,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=644380
