"","scientificName","id","institutionCode","collectionCode","basisOfRecord","occurrenceID","X","kingdom","phylum","scientificNameAuthorship","genus","specificEpithet","recordedBy","recordNumber","eventDate","year","month","day","startDayOfYear","verbatimEventDate","substrate","country","stateProvince","county","locality","localitySecurity","decimalLatitude","decimalLongitude","verbatimCoordinates","modified","collId","recordId","references","File.Name","Notes","Quality","Chemistry","Chemistry.Author","Source","Family","Order","Class","Morphology","Photobiont"
"135","Flavoparmelia haysomii",NA,"","","","",872336,"Fungi","Ascomycota","(C.W. Dodge) Hale","Flavoparmelia","haysomii","Wetmore, C.","78451","10/31/1997",1997,10,31,304,"31-Oct-97","","Australia","New South Wales","","Booral, S of; Rex Filson'S Home",0,-32.48555556,151.9527778,"32°29'08""S, 151°57'10""E","6/2/2016 12:52",11,"urn:uuid:a8b24c82-e75d-4957-8f78-3e711025642b","http://bellatlas.umn.edu/collections/individual/index.php?occid=740898","872336.1997","","good","","","","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"136","Flavoparmelia rutidota",NA,"","","","",940758,"Fungi","Ascomycota","(Hook. f. & Taylor) Hale","Flavoparmelia","rutidota","Egan, R.","18580","5/21/2007",2007,5,21,141,"21-May-07","on branches","Mexico","Nuevo Leon","","Sierra Madre Oriental, km Post 49, 3 km Nw of Ituribe, Along Rte 58",0,24.741472,-99.930778,"24°44'29.3""N, 99°55'50.8""W","6/2/2016 12:52",11,"urn:uuid:c5a67394-bf61-4af2-9149-d92faaf9957d","http://bellatlas.umn.edu/collections/individual/index.php?occid=771092","940758.2007","","good","usnic, protocetraric acids, fatty acids","Sol. A","On archive","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"137","Flavoparmelia soredians",NA,"","","","",934038,"Fungi","Ascomycota","(Nyl.) Hale","Flavoparmelia","soredians","Wetmore, C.","78225","10/23/1997",1997,10,23,296,"23-Oct-97","","Australia","Western Australia","","Mt. Barker, 9 km E of",0,-34.645,117.7769444,"34°38'42""S, 117°46'37""E","6/2/2016 12:52",11,"urn:uuid:812c4c8d-ea95-4bdd-ae5b-49c11cb92bdc","http://bellatlas.umn.edu/collections/individual/index.php?occid=770202","934038.1997","","good","","","","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"138","Flavoparmelia soredians",NA,"","","","",934014,"Fungi","Ascomycota","(Nyl.) Hale","Flavoparmelia","soredians","Wetmore, C.","78927","11/12/1997",1997,11,12,316,"12-Nov-97","","Australia","Victoria","","Bairnsdale, 16 km W of",0,-37.87222222,147.4619444,"37°52'20""S, 147°27'43""E","6/2/2016 12:52",11,"urn:uuid:c254252b-b239-4b60-9cb7-2d5898edac70","http://bellatlas.umn.edu/collections/individual/index.php?occid=770178","934014.1997","","good","","","","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"139","Flavoparmelia subcapitata",NA,"","","","",934441,"Fungi","Ascomycota","(Nyl. ex Hasse) Hale ex DePriest & B.W. Hale","Flavoparmelia","subcapitata","Wetmore, C.","72319","2/23/1993",1993,2,23,54,"23-Feb-93","","Mexico","Baja California Norte","","El Rosario Wash, 10 km S of Bridge Over",0,30.05,-115.5833333,"30°03'N, 115°35'W","6/2/2016 12:52",11,"urn:uuid:0ea43a3f-27ad-48a9-8ebe-c0f9aeed6303","http://bellatlas.umn.edu/collections/individual/index.php?occid=770220","No Data ","","Not Scanned, bad","","","","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"140","Flavoparmelia subcapitata",NA,"","","","",934437,"Fungi","Ascomycota","(Nyl. ex Hasse) Hale ex DePriest & B.W. Hale","Flavoparmelia","subcapitata","Wetmore, C.","63531","1/3/1989",1989,1,3,3,"3-Jan-89","","Mexico","Baja California","","Colonet, 2 km S of",0,31.06666667,-116.2166667,"31°04'N, 116°13'W","6/2/2016 12:52",11,"urn:uuid:9704602e-824b-4818-91e6-3a59e098cfff","http://bellatlas.umn.edu/collections/individual/index.php?occid=770216","934437.1989","","BAD","","","","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"141","Flavoparmelia subcapitata",NA,"","","","",934442,"Fungi","Ascomycota","(Nyl. ex Hasse) Hale ex DePriest & B.W. Hale","Flavoparmelia","subcapitata","Wetmore, C.","72354","2/23/1993",1993,2,23,54,"23-Feb-93","on cactus","Mexico","Baja California Norte","","El Rosario, 6 km N of",0,30.11666667,-115.7666667,"30°07'N, 115°46'W","6/2/2016 12:52",11,"urn:uuid:e8ecdfb5-484f-4c25-861b-f74b1647c226","http://bellatlas.umn.edu/collections/individual/index.php?occid=770221","934442.2012","","good","","","","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"142","Flavoparmelia subcapitata",NA,"","","","",934451,"Fungi","Ascomycota","(Nyl. ex Hasse) Hale ex DePriest & B.W. Hale","Flavoparmelia","subcapitata","Wetmore, C.","75999","1/5/1996",1996,1,5,5,"5-Jan-96","","Mexico","Baja California Norte","","Ensenada, Punta Banda W of",0,31.74166667,-116.725,"31°44'30""N, 116°43'30""W","6/2/2016 12:52",11,"urn:uuid:2365d212-4a84-429a-9164-aeb38cf668ee","http://bellatlas.umn.edu/collections/individual/index.php?occid=770230","934451.1996","","BAD","","","","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"143","Flavopunctelia darrowii",770134,"MIN","Lichens","PreservedSpecimen","urn:uuid:d1294a91-81e4-452e-8980-df5b4e4d671e",659114,"Fungi","Ascomycota","(J.W. Thomson) Hale","Flavopunctelia","darrowii","Darrow, R.","4093","3/30/1947",1947,3,30,89,"30-Mar-47","on acer grandidentatum trunk","United States","Arizona","Pima","Santa Catalina Mountains, Mt. Lemmon",0,NA,NA,"","6/2/2016 12:52",11,"urn:uuid:606c92e8-1e81-4583-9a6b-c867337a4a97","http://bellatlas.umn.edu/collections/individual/index.php?occid=645987","659114.1947","","good","usnic (minor) and lecanoric acid (major)","Egan. R","On archive","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"144","Flavopunctelia flaventior",NA,"","","","",874310,"Fungi","Ascomycota","(Stirt.) Hale","Flavopunctelia","flaventior","Wetmore, C.","87272","7/29/2001",2001,7,29,210,"29-Jul-01","","United States","Minnesota","Saint Louis","3.5 Mi E of Idington; Superior National Forest",0,47.74527778,-92.56583333,"47°44'43""N, 92°33'57""W","6/2/2016 12:52",11,"urn:uuid:f0c7900b-912a-4250-b55a-07dcf49448e5","http://bellatlas.umn.edu/collections/individual/index.php?occid=742813","874310.2001","","good","","","","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"145","Flavopunctelia flaventior",NA,"","","","",874253,"Fungi","Ascomycota","(Stirt.) Hale","Flavopunctelia","flaventior","Wetmore, C.","87362","7/29/2001",2001,7,29,210,"29-Jul-01","on red maple","United States","Minnesota","Saint Louis","S of Idington Station; Superior National Forest",0,47.73944444,-92.62638889,"47°44'22""N, 92°37'35""W","6/2/2016 12:52",11,"urn:uuid:6b846e16-ea6a-43ac-a6de-5184bcd7e9cf","http://bellatlas.umn.edu/collections/individual/index.php?occid=742756","874253.2001","","good","","","","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"146","Flavopunctelia flaventior",NA,"","","","",874527,"Fungi","Ascomycota","(Stirt.) Hale","Flavopunctelia","flaventior","Wetmore, C.","87142","7/24/2001",2001,7,24,205,"24-Jul-01","on thuja","United States","Minnesota","Saint Louis","W of Norway Point; Superior National Forest",0,47.42916667,-92.15833333,"47°25'45""N, 92°09'30""W","6/2/2016 12:52",11,"urn:uuid:53f68b3a-9410-4a73-98af-0a63be17ac02","http://bellatlas.umn.edu/collections/individual/index.php?occid=743030","874527.2001","","good","","","","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"147","Flavopunctelia praesignis",763570,"MIN","Lichens","PreservedSpecimen","urn:uuid:03eec08f-293f-418d-97e0-fbbd63732c99",783551,"Fungi","Ascomycota","(Nyl.) Hale","Flavopunctelia","praesignis","Wetmore, C.","54799","6/18/1986",1986,6,18,169,"18-Jun-86","on oak","United States","Arizona","Pima","Rincon Section, W of Mica Meadow; Saguaro National Monument",0,32.21083333,-110.5458333,"32°12'39""N, 110°32'45""W","6/2/2016 12:52",11,"urn:uuid:deb63e55-2995-49e4-9c29-5f3d388c0062","http://bellatlas.umn.edu/collections/individual/index.php?occid=696038","783551.1986","","good","usnic, and lecanoric acids ","Egan. R","On archive","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"148","Flavopunctelia praesignis",743030,"MIN","Lichens","PreservedSpecimen","urn:uuid:53f68b3a-9410-4a73-98af-0a63be17ac02",782790,"Fungi","Ascomycota","(Nyl.) Hale","Flavopunctelia","praesignis","Wetmore, C.","55679","7/6/1986",1986,7,6,187,"6-Jul-86","on silver leaf oak","United States","Arizona","Cochise","Across Canyon From Campground; Chiricahua National Monument",0,32.01361111,-109.3483333,"32°00'49""N, 109°20'54""W","6/2/2016 12:52",11,"urn:uuid:b8c5f3e5-616a-4f48-95b6-2deb47c9a731","http://bellatlas.umn.edu/collections/individual/index.php?occid=695277","782790.1986","","good","usnic, lecanoric, and 5-chlorocanoric acids","Egan. R","On archive","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"149","Flavopunctelia praesignis",763872,"MIN","Lichens","PreservedSpecimen","urn:uuid:37608a7f-26bb-4a79-8f7e-fbaa5ff17310",783588,"Fungi","Ascomycota","(Nyl.) Hale","Flavopunctelia","praesignis","Wetmore, C.","54758","6/17/1986",1986,6,17,168,"17-Jun-86","on ponderosa pine","United States","Arizona","Pima","Rincon Section, Devil'S Bathtub Spring; Saguaro National Monument",0,32.19694444,-110.5458333,"32°11'49""N, 110°32'45""W","6/2/2016 12:52",11,"urn:uuid:381dced7-a23e-4881-ab87-81ba04f44e54","http://bellatlas.umn.edu/collections/individual/index.php?occid=696075","783588.1986","","good","usnic, and lecanoric acids","Egan. R","On archive","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"150","Flavopunctelia praesignis",770202,"MIN","Lichens","PreservedSpecimen","urn:uuid:812c4c8d-ea95-4bdd-ae5b-49c11cb92bdc",812406,"Fungi","Ascomycota","(Nyl.) Hale","Flavopunctelia","praesignis","Nash, T.","27409","10/21/1988",1988,10,21,295,"21-Oct-88","on pinus cembroides","United States","Arizona","Pima","Baboquivari Peak, Saddle N of",0,NA,NA,"","6/2/2016 12:52",11,"urn:uuid:62b18631-ed0b-4094-a707-20c44ef6f572","http://bellatlas.umn.edu/collections/individual/index.php?occid=713757","812406.1988","","good","usnic, lecanoric, and 5-chlorolecanoric acids","Egan. R","On archive","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"151","Flavopunctelia praesignis",763512,"MIN","Lichens","PreservedSpecimen","urn:uuid:d9dc9e56-786e-4952-b9fa-956bc31f3201",782848,"Fungi","Ascomycota","(Nyl.) Hale","Flavopunctelia","praesignis","Wetmore, C.","55613","7/6/1986",1986,7,6,187,"6-Jul-86","on silver leaf oak","United States","Arizona","Cochise","Upper Bonita Canyon; Chiricahua National Monument",0,32.0275,-109.3202778,"32°01'39""N, 109°19'13""W","6/2/2016 12:52",11,"urn:uuid:fffff26f-00ad-495e-b6cd-a2b31207c345","http://bellatlas.umn.edu/collections/individual/index.php?occid=695335","782848.1986","","good","usnic, and lecanoric acids ","Egan. R","On archive","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"152","Flavopunctelia soredica",NA,"","","","",907912,"Fungi","Ascomycota","(Nyl.) Hale","Flavopunctelia","soredica","Wetmore, C.","97244","7/9/2008",2008,7,9,191,"9-Jul-08","on silver maple","United States","Minnesota","Anoka","Nw Anoka; Mississippi River Regional Park",0,45.20916667,-93.41861111,"45°12'33""N, 93°25'07""W","6/2/2016 12:52",11,"urn:uuid:d9dc9e56-786e-4952-b9fa-956bc31f3201","http://bellatlas.umn.edu/collections/individual/index.php?occid=763512","907912.2008","","good","","","","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"153","Flavopunctelia soredica",NA,"","","","",907970,"Fungi","Ascomycota","(Nyl.) Hale","Flavopunctelia","soredica","Wetmore, C.","97264","7/9/2008",2008,7,9,191,"9-Jul-08","on fallen jack pine","United States","Minnesota","Anoka","Anoka, N of Cloquet Island; Mississippi River Regional Park",0,45.22583333,-93.45694444,"45°13'33""N, 93°27'25""W","6/2/2016 12:52",11,"urn:uuid:03eec08f-293f-418d-97e0-fbbd63732c99","http://bellatlas.umn.edu/collections/individual/index.php?occid=763570","907970.2008","","good","","","","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"154","Flavopunctelia soredica",NA,"","","","",874339,"Fungi","Ascomycota","(Nyl.) Hale","Flavopunctelia","soredica","Wetmore, C.","87230","7/28/2001",2001,7,28,209,"28-Jul-01","on balsam fir","United States","Minnesota","Saint Louis","1.5 Mi N of Pfeifer Lake; Superior National Forest",0,47.76555556,-92.46305556,"47°45'56""N, 92°27'47""W","6/2/2016 12:52",11,"urn:uuid:09cbf22b-8716-4e6b-a7a6-2bfb0db14510","http://bellatlas.umn.edu/collections/individual/index.php?occid=742842","874339.2001","","good","","","","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"155","Flavopunctelia soredica",NA,"","","","",908288,"Fungi","Ascomycota","(Nyl.) Hale","Flavopunctelia","soredica","Wetmore, C.","97429","8/12/2008",2008,8,12,225,"12-Aug-08","on fallen balsam fir","United States","Minnesota","Cook","Mt. Josephine Ne of Grand Portage",0,47.98305556,-89.65972222,"47°58'59""N, 89°39'35""W","6/2/2016 12:52",11,"urn:uuid:37608a7f-26bb-4a79-8f7e-fbaa5ff17310","http://bellatlas.umn.edu/collections/individual/index.php?occid=763872","908288.2008","","good","","","","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"156","Graphis scripta",NA,"","","","",15989,"","","","","","Arthur, J.","39","",1886,NA,NA,NA,"","on birch","","","","",NA,NA,NA,"","",NA,"","","15989.1886","","","","","","Graphidaceae","Ostropales","Lecanoromycetes","crustose","trentepohlia"
"157","Graphis scripta",NA,"","","","",15997,"","","","","","Fink, B.","858","",1897,NA,NA,NA,"","on trees","","","","",NA,NA,NA,"","",NA,"","","15997.1897","","","","","","Graphidaceae","Ostropales","Lecanoromycetes","crustose","trentepohlia"
"158","Graphis scripta",NA,"","","","",802632,"","","","","","Wetmore, C.","62699","",1988,NA,NA,NA,"","on carpinus","","","","",NA,NA,NA,"","",NA,"","","802632.1988","","","","","","Graphidaceae","Ostropales","Lecanoromycetes","crustose","trentepohlia"
"159","Graphis scripta",NA,"","","","",691863,"","","","","","Hale, M.","22815","",1963,NA,NA,NA,"","on spruce","","","","",NA,NA,NA,"","",NA,"","","691863.1963","","","","","","Graphidaceae","Ostropales","Lecanoromycetes","crustose","trentepohlia"
"160","Graphis scripta",NA,"","","","",802661,"","","","","","Wetmore, C.","62670","",1988,NA,NA,NA,"","","","","","",NA,NA,NA,"","",NA,"","","802661.1988","","","","","","Graphidaceae","Ostropales","Lecanoromycetes","crustose","trentepohlia"
"161","Graphis scripta",NA,"","","","",691746,"","","","","","Tucker, S.","s.n.","",1955,NA,NA,NA,"","on dead balsam","","","","",NA,NA,NA,"","",NA,"","","691863.1963","","","","","","Graphidaceae","Ostropales","Lecanoromycetes","crustose","trentepohlia"
"162","Graphis scripta",NA,"","","","",941334,"","","","","","Schuster, J.","3341","",1996,NA,NA,NA,"","on oak","","","","",NA,NA,NA,"","",NA,"","","941334.1996","","","","","","Graphidaceae","Ostropales","Lecanoromycetes","crustose","trentepohlia"
"163","Graphis scripta",NA,"","","","",907408,"","","","","","Wetmore, C.","96985","",2008,NA,NA,NA,"","on basswood","","","","",NA,NA,NA,"","",NA,"","","907408.2008","","","","","","Graphidaceae","Ostropales","Lecanoromycetes","crustose","trentepohlia"
"164","Graphis scripta",NA,"","","","",688129,"","","","","","Wetmore, C.","25893","",1976,NA,NA,NA,"","on sugar maple","","","","",NA,NA,NA,"","",NA,"","","688129.1976","","","","","","Graphidaceae","Ostropales","Lecanoromycetes","crustose","trentepohlia"
"165","Graphis scripta",NA,"","","","",15992,"","","","","","Fink, B.","s.n.","",1902,NA,NA,NA,"","on trees, hibbard ph. 5400","","","","",NA,NA,NA,"","",NA,"","","15992.1902","possibly bad because all on curved bark","","","","","Graphidaceae","Ostropales","Lecanoromycetes","crustose","trentepohlia"
"166","Graphis scripta",NA,"","","","",907397,"","","","","","Wetmore, C.","96996","",2008,NA,NA,NA,"","on oak","","","","",NA,NA,NA,"","",NA,"","","907397.2008","","","","","","Graphidaceae","Ostropales","Lecanoromycetes","crustose","trentepohlia"
"167","Graphis scripta",NA,"","","","",868841,"","","","","","Wetmore, C.","82491","",1999,NA,NA,NA,"","on ash","","","","",NA,NA,NA,"","",NA,"","","868841.1999","","","","","","Graphidaceae","Ostropales","Lecanoromycetes","crustose","trentepohlia"
"168","Ionaspis lacustris",NA,"","","","",718575,"","","","","","Brodo, I.","7133","",1965,NA,NA,NA,"","on rocks","","","","",NA,NA,NA,"","",NA,"","","718575.1965","","","","","","Hymeneliaceae","Lecanorales","Lecanoromycetes","crustose","chlorococcoid"
"169","Ionaspis lacustris",NA,"","","","",941341,"","","","","","Schuster, J.","727","",1983,NA,NA,NA,"","on rock","","","","",NA,NA,NA,"","",NA,"","","941341.1983","","","","","","Hymeneliaceae","Lecanorales","Lecanoromycetes","crustose","chlorococcoid"
"170","Ionaspis lacustris",NA,"","","","",883271,"","","","","","Wetmore, C.","91348","",2004,NA,NA,NA,"","","","","","",NA,NA,NA,"","",NA,"","","883271.2004","","","","","","Hymeneliaceae","Lecanorales","Lecanoromycetes","crustose","chlorococcoid"
"171","Ionaspis lacustris",NA,"","","","",722969,"","","","","","Wetmore, C.","38348","",1979,NA,NA,NA,"","","","","","",NA,NA,NA,"","",NA,"","","722969.1979","","","","","","Hymeneliaceae","Lecanorales","Lecanoromycetes","crustose","chlorococcoid"
"172","Ionaspis lacustris",NA,"","","","",941507,"","","","","","Wetmore, C.","82189","",1998,NA,NA,NA,"","","","","","",NA,NA,NA,"","",NA,"","","941507.1998","","","","","","Hymeneliaceae","Lecanorales","Lecanoromycetes","crustose","chlorococcoid"
"173","Ionaspis lacustris",NA,"","","","",21569,"","","","","","Willey, H.","113","",NA,NA,NA,NA,"","","","","","",NA,NA,NA,"","",NA,"","","21569.0000","no date listed on the archive","","","","","Hymeneliaceae","Lecanorales","Lecanoromycetes","crustose","chlorococcoid"
"174","Ionaspis lacustris",NA,"","","","",722968,"","","","","","Wetmore, C.","38351","",1979,NA,NA,NA,"","","","","","",NA,NA,NA,"","",NA,"","","722968.1979","","","","","","Hymeneliaceae","Lecanorales","Lecanoromycetes","crustose","chlorococcoid"
"175","Ionaspis lacustris",NA,"","","","",821394,"","","","","","Wetmore, C.","70995","",1992,NA,NA,NA,"","","","","","",NA,NA,NA,"","",NA,"","","821394.1992","","","","","","Hymeneliaceae","Lecanorales","Lecanoromycetes","crustose","chlorococcoid"
"176","Ionaspis lacustris",NA,"","","","",21568,"","","","","","Fink, B.","1528","",1901,NA,NA,NA,"","on rocks by water","","","","",NA,NA,NA,"","",NA,"","","21568.1901","","","","","","Hymeneliaceae","Lecanorales","Lecanoromycetes","crustose","chlorococcoid"
"177","Ionaspis lacustris",NA,"","","","",868952,"","","","","","Wetmore, C.","83792","",1999,NA,NA,NA,"","","","","","",NA,NA,NA,"","",NA,"","","868952.1999","","","","","","Hymeneliaceae","Lecanorales","Lecanoromycetes","crustose","chlorococcoid"
"178","Ionaspis lacustris",NA,"","","","",941345,"","","","","","Schuster, J.","3372","",1996,NA,NA,NA,"","","","","","",NA,NA,NA,"","",NA,"","","941345.1996","","","","","","Hymeneliaceae","Lecanorales","Lecanoromycetes","crustose","chlorococcoid"
"179","Ionaspis lacustris",NA,"","","","",494709,"","","","","","Marr, J.","550","",1939,NA,NA,NA,"","","","","","",NA,NA,NA,"","",NA,"","","494709.1939","","","","","","Hymeneliaceae","Lecanorales","Lecanoromycetes","crustose","chlorococcoid"
"180","Ionaspis lacustris",NA,"","","","",21567,"","","","","","Fink, B.","1518","",1901,NA,NA,NA,"","on rocks by water","","","","",NA,NA,NA,"","",NA,"","","21567.1901","","","","","","Hymeneliaceae","Lecanorales","Lecanoromycetes","crustose","chlorococcoid"
"181","Ionaspis lacustris",NA,"","","","",723608,"","","","","","Wetmore, C.","21862","",1973,NA,NA,NA,"","","","","","",NA,NA,NA,"","",NA,"","","723608.1973","","","","","","Hymeneliaceae","Lecanorales","Lecanoromycetes","crustose","chlorococcoid"
"182","Ionaspis lacustris",NA,"","","","",941346,"","","","","","Schuster, J.","3357","",1996,NA,NA,NA,"","on rock","","","","",NA,NA,NA,"","",NA,"","","941346.1996","","","","","","Hymeneliaceae","Lecanorales","Lecanoromycetes","crustose","chlorococcoid"
"183","Lecidea tessellata",NA,"","","","",18694,"","","","","","Fink, B.","s.n.","",1902,NA,NA,NA,"","on rocks, hibbard ph. 5376","","","","",NA,NA,NA,"","",NA,"","","","","","","","","Lecideaceae","Lecideales","Lecanoromycetes","crustose","chlorococcoid"
"184","Lecidea tessellata",NA,"","","","",721661,"","","","","","Wetmore, C.","41943","",1980,NA,NA,NA,"","","","","","",NA,NA,NA,"","",NA,"","","721661.1980","","","","","","Lecideaceae","Lecideales","Lecanoromycetes","crustose","chlorococcoid"
"185","Lecidea tessellata",NA,"","","","",836415,"","","","","","Wetmore, C.","75488","",1995,NA,NA,NA,"","on rock","","","","",NA,NA,NA,"","",NA,"","","","","","","","","Lecideaceae","Lecideales","Lecanoromycetes","crustose","chlorococcoid"
"186","Lecidea tessellata",NA,"","","","",721667,"","","","","","","","",1980,NA,NA,NA,"","","","","","",NA,NA,NA,"","",NA,"","","721667.1980","","","","","","Lecideaceae","Lecideales","Lecanoromycetes","crustose","chlorococcoid"
"187","Lecidea tessellata",NA,"","","","",18696,"","","","","","Fink, B.","182","",1897,NA,NA,NA,"","on rocks","","","","",NA,NA,NA,"","",NA,"","","","","","","","","Lecideaceae","Lecideales","Lecanoromycetes","crustose","chlorococcoid"
"188","Lecidea tessellata",NA,"","","","",889787,"","","","","","Reschke, C.","1194","",2001,NA,NA,NA,"","","","","","",NA,NA,NA,"","",NA,"","","889787.2001","","","","","","Lecideaceae","Lecideales","Lecanoromycetes","crustose","chlorococcoid"
"189","Lecidea tessellata",NA,"","","","",918402,"","","","","","Schuster, J.P.","104A","",1982,NA,NA,NA,"","lava flow","","","","",NA,NA,NA,"","",NA,"","","","","","","","","Lecideaceae","Lecideales","Lecanoromycetes","crustose","chlorococcoid"
"190","Lecidea tessellata",NA,"","","","",889720,"","","","","","Reschke, C.","1405","",2001,NA,NA,NA,"","","","","","",NA,NA,NA,"","",NA,"","","889720.2001","","","","","","Lecideaceae","Lecideales","Lecanoromycetes","crustose","chlorococcoid"
"191","Lecidea tessellata",NA,"","","","",688372,"","","","","","Wetmore, C.","20774","",1972,NA,NA,NA,"","","","","","",NA,NA,NA,"","",NA,"","","688372.1972","","","","","","Lecideaceae","Lecideales","Lecanoromycetes","crustose","chlorococcoid"
"192","Lecidea tessellata",NA,"","","","",889791,"","","","","","Reschke, C.","1181","",2001,NA,NA,NA,"","","","","","",NA,NA,NA,"","",NA,"","","","","","","","","Lecideaceae","Lecideales","Lecanoromycetes","crustose","chlorococcoid"
"193","Lecidea tessellata",NA,"","","","",18698,"","","","","","Fink, B.","652","",1897,NA,NA,NA,"","on rocks","","","","",NA,NA,NA,"","",NA,"","","","","","","","","Lecideaceae","Lecideales","Lecanoromycetes","crustose","chlorococcoid"
"194","Loxospora elatina",NA,"","","","",901606,"","","","","","Wetmore, C.","96861","",2007,NA,NA,NA,"","on white birch","","","","",NA,NA,NA,"","",NA,"","","","","","","","","Sarrameanaceae","Lecanorales","Lecanoromycetes","crustose","chlorococcoid"
"195","Loxospora elatina",NA,"","","","",715028,"","","","","","Wetmore, C.","32464","",1978,NA,NA,NA,"","on thuja","","","","",NA,NA,NA,"","",NA,"","","715028.1978","","","","","","Sarrameanaceae","Lecanorales","Lecanoromycetes","crustose","chlorococcoid"
"196","Loxospora elatina",NA,"","","","",721720,"","","","","","Wetmore, C.","41756","",1980,NA,NA,NA,"","on thuja","","","","",NA,NA,NA,"","",NA,"","","721720.1980","","","","","","Sarrameanaceae","Lecanorales","Lecanoromycetes","crustose","chlorococcoid"
"197","Loxospora elatina",NA,"","","","",808249,"","","","","","Wetmore, C.","67358","",1990,NA,NA,NA,"","on basswood","","","","",NA,NA,NA,"","",NA,"","","808249.1990","","","","","","Sarrameanaceae","Lecanorales","Lecanoromycetes","crustose","chlorococcoid"
"198","Loxospora elatina",NA,"","","","",835895,"","","","","","Wetmore, C.","74768","",1994,NA,NA,NA,"","on quaking aspen","","","","",NA,NA,NA,"","",NA,"","","835895.1994","","","","","","Sarrameanaceae","Lecanorales","Lecanoromycetes","crustose","chlorococcoid"
"199","Loxospora elatina",NA,"","","","",835292,"","","","","","Wetmore, C.","74303","",1994,NA,NA,NA,"","","","","","",NA,NA,NA,"","",NA,"","","835292.1994","","","","","","Sarrameanaceae","Lecanorales","Lecanoromycetes","crustose","chlorococcoid"
"200","Loxospora elatina",NA,"","","","",933084,"","","","","","Wetmore, C.","100433","",2010,NA,NA,NA,"","on balsam fir","","","","",NA,NA,NA,"","",NA,"","","933084.2010","","","","","","Sarrameanaceae","Lecanorales","Lecanoromycetes","crustose","chlorococcoid"
"201","Loxospora elatina",NA,"","","","",786157,"","","","","","Trana, T.","14624","",1986,NA,NA,NA,"","on white birch","","","","",NA,NA,NA,"","",NA,"","","","","","","","","Sarrameanaceae","Lecanorales","Lecanoromycetes","crustose","chlorococcoid"
"202","Loxospora elatina",NA,"","","","",933077,"","","","","","Wetmore, C.","100441","",2010,NA,NA,NA,"","on white birch","","","","",NA,NA,NA,"","",NA,"","","933077.2010","","","","","","Sarrameanaceae","Lecanorales","Lecanoromycetes","crustose","chlorococcoid"
"203","Loxospora elatina",NA,"","","","",714659,"","","","","","Wetmore, C.","39697","",1979,NA,NA,NA,"","on thuja","","","","",NA,NA,NA,"","",NA,"","","714659.1979","","","","","","Sarrameanaceae","Lecanorales","Lecanoromycetes","crustose","chlorococcoid"
"204","Loxospora elatina",NA,"","","","",786482,"","","","","","Trana, T.","14092","",1986,NA,NA,NA,"","on dead balsam fir","","","","",NA,NA,NA,"","",NA,"","","786482.1986","","","","","","Sarrameanaceae","Lecanorales","Lecanoromycetes","crustose","chlorococcoid"
"205","Loxospora elatina",NA,"","","","",723428,"","","","","","Wetmore, C.","27175","",1977,NA,NA,NA,"","on jack pine","","","","",NA,NA,NA,"","",NA,"","","723428.1977","","","","","","Sarrameanaceae","Lecanorales","Lecanoromycetes","crustose","chlorococcoid"
"206","Loxospora elatina",NA,"","","","",21435,"","","","","","Fink, B.","638","",1897,NA,NA,NA,"","on trees","","","","",NA,NA,NA,"","",NA,"","","21435.1897","","","","","","Sarrameanaceae","Lecanorales","Lecanoromycetes","crustose","chlorococcoid"
"207","Loxospora elatina",NA,"","","","",909332,"","","","","","Wetmore, C.","90159","",2003,NA,NA,NA,"","on thuja","","","","",NA,NA,NA,"","",NA,"","","909332.2003","","","","","","Sarrameanaceae","Lecanorales","Lecanoromycetes","crustose","chlorococcoid"
