"","scientificName","id","institutionCode","collectionCode","basisOfRecord","occurrenceID","X","kingdom","phylum","scientificNameAuthorship","genus","specificEpithet","recordedBy","recordNumber","eventDate","year","month","day","startDayOfYear","verbatimEventDate","substrate","country","stateProvince","county","locality","localitySecurity","decimalLatitude","decimalLongitude","verbatimCoordinates","modified","collId","recordId","references","File.Name","Notes","Quality","Chemistry","Chemistry.Author","Source","Family","Order","Class","Morphology","Photobiont"
"89","Ephebe ocellata",NA,"","","","",813257,"","","","","","Wetmore, C.","68038","",1991,NA,NA,NA,"","on rock in stream","","","","",NA,NA,NA,"","",NA,"","","813257.1991","","good","","","","Lichinaceae","Lichinales","Lichinomycetes","fruticose","filimentous cyanobacteria"
"90","Ephebe ocellata",NA,"","","","",889715,"","","","","","Reschke, C.","1414","",2001,NA,NA,NA,"","","","","","",NA,NA,NA,"","",NA,"","","889715.2001","","good","","","","Lichinaceae","Lichinales","Lichinomycetes","fruticose","filimentous cyanobacteria"
"91","Ephebe ocellata",NA,"","","","",721925,"","","","","","Wetmore, C.","41103","",1980,NA,NA,NA,"","","","","","",NA,NA,NA,"","",NA,"","","721925.1980","","good","","","","Lichinaceae","Lichinales","Lichinomycetes","fruticose","filimentous cyanobacteria"
"92","Ephebe ocellata",NA,"","","","",16487,"","","","","","Fink, B.","745","",1897,NA,NA,NA,"","on rocks","","","","",NA,NA,NA,"","",NA,"","","16487.1897","","great","","","","Lichinaceae","Lichinales","Lichinomycetes","fruticose","filimentous cyanobacteria"
"93","Flavoparmelia baltimorensis",765966,"MIN","Lichens","PreservedSpecimen","urn:uuid:318445ff-1540-4b60-8a02-705ebfcc7c71",654245,"Fungi","Ascomycota","(Gyeln. & Fóriss) Hale","Flavoparmelia","baltimorensis","Wetmore, C.","23181","8/3/1974",1974,8,3,215,"3-Aug-74","on oak","United States","Minnesota","Becker","Big Basswood Lake; White Earth State Forest",0,47.07666667,-95.35,"47°04'36""N, 95°21'00""W","6/2/2016 12:52",11,"urn:uuid:e13be6d3-7a9a-4ca5-9e60-c30eb9528667","http://bellatlas.umn.edu/collections/individual/index.php?occid=644260","654245.1974","","good","","","","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"94","Flavoparmelia baltimorensis",758064,"MIN","Lichens","PreservedSpecimen","urn:uuid:440ad26e-c5ce-45ef-87c7-fafec0de1fed",653128,"Fungi","Ascomycota","(Gyeln. & Fóriss) Hale","Flavoparmelia","baltimorensis","Wetmore, C.","19822","5/16/1971",1971,5,16,136,"16-May-71","on fallen oak branch","United States","Minnesota","Washington","S of Afton Near Saint Croix River; Saint Croix National Scenic Riverway",0,NA,NA,"","6/2/2016 12:52",11,"urn:uuid:1dcc86b1-2dd3-4690-9d7a-0337267ce3c1","http://bellatlas.umn.edu/collections/individual/index.php?occid=643273","653128.1971","","good","","","","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"95","Flavoparmelia baltimorensis",NA,"","","","",858447,"Fungi","Ascomycota","(Gyeln. & Fóriss) Hale","Flavoparmelia","baltimorensis","Wheeler, G.","17339","8/28/1997",1997,8,28,240,"28-Aug-97","","United States","Minnesota","Nicollet","2.5 Mi Nw of Courtland",0,NA,NA,"","6/2/2016 12:52",11,"urn:uuid:3f221c21-5bce-45d8-8873-f19564f0187b","http://bellatlas.umn.edu/collections/individual/index.php?occid=731371","858447.1997","","good","","","","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"96","Flavoparmelia baltimorensis",630037,"MIN","Lichens","PreservedSpecimen","urn:uuid:9485dbb4-d7a3-45a9-b62a-9487bde71bef",22571,"Fungi","Ascomycota","(Gyeln. & Fóriss) Hale","Flavoparmelia","baltimorensis","Frost, W.","115","1892-06-00",1892,6,0,NA,"00/Jun/1892","","United States","Minnesota","Meeker","Litchfield",0,NA,NA,"","6/2/2016 12:52",11,"urn:uuid:9344f7c4-d034-4ee9-aa85-5057dece5338","http://bellatlas.umn.edu/collections/individual/index.php?occid=630015","22579.1892","","good","","","","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"97","Flavoparmelia baltimorensis",NA,"","","","",858575,"Fungi","Ascomycota","(Gyeln. & Fóriss) Hale","Flavoparmelia","baltimorensis","Wheeler, G.","16088","6/10/1997",1997,6,10,161,"10-Jun-97","","United States","Minnesota","Redwood","6 Mi Nne of Morgan",0,NA,NA,"","6/2/2016 12:52",11,"urn:uuid:b2c407b0-d68e-4393-8bc1-de53a87ff78d","http://bellatlas.umn.edu/collections/individual/index.php?occid=731499","858575.1997","","good","","","","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"98","Flavoparmelia caperata",NA,"","","","",867615,"Fungi","Ascomycota","(L.) Hale","Flavoparmelia","caperata","Wetmore, C.","82361","6/23/1999",1999,6,23,174,"23-Jun-99","on thuja","United States","Minnesota","Saint Louis","North of Pfeifer Lake; Superior National Forest",0,47.75666667,-92.46555556,"47°45'24""N, 92°27'56""W","6/2/2016 12:52",11,"urn:uuid:f81f65f4-5616-440e-8b04-4a7b0adb6b13","http://bellatlas.umn.edu/collections/individual/index.php?occid=737008","867615.1999","","good","","","","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"99","Flavoparmelia caperata",NA,"","","","",900340,"Fungi","Ascomycota","(L.) Hale","Flavoparmelia","caperata","Hansen, J.","s.n.","5/18/1909",1909,5,18,138,"18-May-09","on log","United States","Minnesota","Stearns","Collegeville",0,NA,NA,"","6/2/2016 12:52",11,"urn:uuid:5ab0eb15-5393-4ea4-8171-9ae7b5fff03e","http://bellatlas.umn.edu/collections/individual/index.php?occid=760529","900340.1909","dark areas on lichen","okay","","","","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"100","Flavoparmelia caperata",NA,"","","","",877642,"Fungi","Ascomycota","(L.) Hale","Flavoparmelia","caperata","Wetmore, C.","87918","6/13/2002",2002,6,13,164,"13-Jun-02","on thuja","United States","Minnesota","Saint Louis","3.5 Mi N of Kinney; Superior National Forest",0,47.56555556,-92.74972222,"47°33'56""N, 92°44'59""W","6/2/2016 12:52",11,"urn:uuid:0fb81f70-62c4-48de-b890-520cb7494ad5","http://bellatlas.umn.edu/collections/individual/index.php?occid=744719","877642.2002","dark spots on lichen show low reflectance %","good","","","","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"101","Flavoparmelia caperata",643297,"MIN","Lichens","PreservedSpecimen","urn:uuid:4adbfb89-2d87-47a7-8025-de586eecf5c4",22603,"Fungi","Ascomycota","(L.) Hale","Flavoparmelia","caperata","Fink, B.","1059","7/31/1901",1901,7,31,212,"31-Jul-01","on rocks","United States","Minnesota","Koochiching","Koochiching",0,NA,NA,"","6/2/2016 12:52",11,"urn:uuid:9485dbb4-d7a3-45a9-b62a-9487bde71bef","http://bellatlas.umn.edu/collections/individual/index.php?occid=630037","22603.1901","","good","","","","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"102","Flavoparmelia caperata",NA,"","","","",863336,"Fungi","Ascomycota","(L.) Hale","Flavoparmelia","caperata","Egan, R.","13207","5/19/1986",1986,5,19,139,"19-May-86","","United States","Minnesota","Cook","Between Schroeder And Tofte; Temperance River State Park",0,NA,NA,"","6/2/2016 12:52",11,"urn:uuid:9a797b7b-2761-4cdc-953a-dc7a51828f48","http://bellatlas.umn.edu/collections/individual/index.php?occid=734666","863336.1986","","good","","","","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"103","Flavoparmelia caperata",630090,"MIN","Lichens","PreservedSpecimen","urn:uuid:9ef13f94-d1ed-4d62-9d89-4ce287876d7e",22597,"Fungi","Ascomycota","(L.) Hale","Flavoparmelia","caperata","Fink, B.","1510","8/16/1901",1901,8,16,228,"16-Aug-01","on cedars","United States","Minnesota","Saint Louis","Harding",0,NA,NA,"","6/2/2016 12:52",11,"urn:uuid:9861466a-71df-4b7f-99af-d0902028bb4a","http://bellatlas.umn.edu/collections/individual/index.php?occid=630031","22597.1901","","good","","","","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"104","Flavoparmelia caperata",632826,"MIN","Lichens","PreservedSpecimen","urn:uuid:507eeedd-c912-408c-96d9-19c7fb4cbe4f",22598,"Fungi","Ascomycota","(L.) Hale","Flavoparmelia","caperata","Fink, B.","524","7/11/1901",1901,7,11,192,"11-Jul-01","on trees","United States","Minnesota","Lake of the Woods","Oak Island",0,NA,NA,"","6/2/2016 12:52",11,"urn:uuid:89b712f4-d405-4e5e-9d8b-53b52e3ea6a8","http://bellatlas.umn.edu/collections/individual/index.php?occid=630032","22598.1901","","good","","","","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"105","Flavoparmelia caperata",643387,"MIN","Lichens","PreservedSpecimen","urn:uuid:39f418ce-273a-4ab1-a1b7-766ac25cf230",22665,"Fungi","Ascomycota","(L.) Hale","Flavoparmelia","caperata","Fink, B.","77","1896-07-03",1896,7,3,185,"03/Jul/1896","","United States","Minnesota","Hennepin","Neapolis",0,NA,NA,"","6/2/2016 12:52",11,"urn:uuid:9ef13f94-d1ed-4d62-9d89-4ce287876d7e","http://bellatlas.umn.edu/collections/individual/index.php?occid=630090","22665.1896","small, dirt amongst samples","good","","","","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"106","Flavoparmelia caperata",NA,"","","","",900339,"Fungi","Ascomycota","(L.) Hale","Flavoparmelia","caperata","Agnes, M.","5","1912-10-00",1912,10,0,NA,"00/Oct/1912","on wood","United States","Minnesota","Saint Louis","Duluth",0,NA,NA,"","6/2/2016 12:52",11,"urn:uuid:53e6bb66-8c0f-4e00-baa2-ebad5071d196","http://bellatlas.umn.edu/collections/individual/index.php?occid=760528","900339.1912","","good","","","","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"107","Flavoparmelia caperata",645310,"MIN","Lichens","PreservedSpecimen","urn:uuid:e8e3fbb3-af68-42a2-b42a-e280189a2933",691785,"Fungi","Ascomycota","(L.) Hale","Flavoparmelia","caperata","Hale, M.","22554","1963-07-00",1963,7,0,NA,"00/Jul/1963","on exposed birch trees","United States","Minnesota","Clearwater","Biological Station; Itasca State Park",0,NA,NA,"","6/2/2016 12:52",11,"urn:uuid:0324c3b8-b14a-420d-9fc0-3ff7108a049a","http://bellatlas.umn.edu/collections/individual/index.php?occid=660759","691785.1963","","good","","","","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"108","Flavoparmelia caperata",742813,"MIN","Lichens","PreservedSpecimen","urn:uuid:f0c7900b-912a-4250-b55a-07dcf49448e5",772360,"Fungi","Ascomycota","(L.) Hale","Flavoparmelia","caperata","Filson, R.","40217","11/2/1971",1971,11,2,306,"2-Nov-71","on melalevca armillaris","Australia","Tasmania","","Curtis Island",0,NA,NA,"","6/2/2016 12:52",11,"urn:uuid:30bd039b-844c-4243-be54-44a7ac134cdc","http://bellatlas.umn.edu/collections/individual/index.php?occid=691957","772360.1971","","good","caperatic acid, protocetraric acid in G.B., protocetraric acid in G.A.o-t, yellow pigment in lower medulla K+ purple","Filson. R","On archive","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"109","Flavoparmelia caperata",645987,"MIN","Lichens","PreservedSpecimen","urn:uuid:606c92e8-1e81-4583-9a6b-c867337a4a97",691844,"Fungi","Ascomycota","(L.) Hale","Flavoparmelia","caperata","Hale, M.","22290","1963-07-00",1963,7,0,NA,"00/Jul/1963","","United States","Minnesota","Clearwater","North Boundary Road; Itasca State Park",0,NA,NA,"","6/2/2016 12:52",11,"urn:uuid:b4148dd6-fb6d-4ad1-9365-1a08da4d010a","http://bellatlas.umn.edu/collections/individual/index.php?occid=660818","691844.1963","","good","","","","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"110","Flavoparmelia caperata",760528,"MIN","Lichens","PreservedSpecimen","urn:uuid:53e6bb66-8c0f-4e00-baa2-ebad5071d196",653152,"Fungi","Ascomycota","(L.) Hale","Flavoparmelia","caperata","Wetmore, C.","19883","6/6/1971",1971,6,6,157,"6-Jun-71","on bur oak","United States","Minnesota","Washington","S of Afton Near Ski Area",0,NA,NA,"","6/2/2016 12:52",11,"urn:uuid:4adbfb89-2d87-47a7-8025-de586eecf5c4","http://bellatlas.umn.edu/collections/individual/index.php?occid=643297","653152.1971","all samples on bark","good","","","","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"111","Flavoparmelia caperata",747557,"MIN","Lichens","PreservedSpecimen","urn:uuid:ab99e9c0-a297-472d-b15f-6767f98fc0bb",653089,"Fungi","Ascomycota","(L.) Hale","Flavoparmelia","caperata","Wetmore, C.","18575","7/21/1969",1969,7,21,202,"21-Jul-69","","United States","Minnesota","Cook","Wampus Lake, 25 Mi N Grand Marais; Superior National Forest",0,48.05611111,-90.40833333,"48°03'22""N, 90°24'30""W","6/2/2016 12:52",11,"urn:uuid:329e5018-291b-4b40-acd5-a695fa65f2e3","http://bellatlas.umn.edu/collections/individual/index.php?occid=643235","653089.1969","","good","","","","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"112","Flavoparmelia caperata",740949,"MIN","Lichens","PreservedSpecimen","urn:uuid:edf6922a-8464-400a-9984-33c14de98954",761459,"Fungi","Ascomycota","(L.) Hale","Flavoparmelia","caperata","Schuster, J.","965","7/7/1983",1983,7,7,188,"7-Jul-83","on paper birch","United States","Minnesota","Pine","Pickerel Lake Campground, Nw of; Nemadji State Forest",0,NA,NA,"","6/2/2016 12:52",11,"urn:uuid:18e070b1-5c9e-434b-9b62-c3b881e4a1f8","http://bellatlas.umn.edu/collections/individual/index.php?occid=686637","761459.1983","","good","","","","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"113","Flavoparmelia caperata",NA,"","","","",894425,"Fungi","Ascomycota","(L.) Hale","Flavoparmelia","caperata","Schuster, J.","3371","5/4/1996",1996,5,4,125,"4-May-96","on dead branch","United States","Minnesota","Washington","Falls Creek Scientific Natural Area",0,NA,NA,"","6/2/2016 12:52",11,"urn:uuid:440ad26e-c5ce-45ef-87c7-fafec0de1fed","http://bellatlas.umn.edu/collections/individual/index.php?occid=758064","894425.1996","","good","","","","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"114","Flavoparmelia caperata",760529,"MIN","Lichens","PreservedSpecimen","urn:uuid:5ab0eb15-5393-4ea4-8171-9ae7b5fff03e",653242,"Fungi","Ascomycota","(L.) Hale","Flavoparmelia","caperata","Wetmore, C.","20584","8/3/1972",1972,8,3,216,"3-Aug-72","on spruce","United States","Minnesota","Koochiching","Between Margi & Big Falls",0,NA,NA,"","6/2/2016 12:52",11,"urn:uuid:39f418ce-273a-4ab1-a1b7-766ac25cf230","http://bellatlas.umn.edu/collections/individual/index.php?occid=643387","653242.1972","on curved bark","BAD","","","","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"115","Flavoparmelia caperata",630032,"MIN","Lichens","PreservedSpecimen","urn:uuid:89b712f4-d405-4e5e-9d8b-53b52e3ea6a8",22571,"Fungi","Ascomycota","(L.) Hale","Flavoparmelia","caperata","Fink, B.","254","1897-06-30",1897,6,30,181,"30/Jun/1897","on earth","United States","Minnesota","Cook","Gunflint Trail; Superior National Forest",0,NA,NA,"","6/2/2016 12:52",11,"urn:uuid:2eeb9bc3-5b8d-4a00-a0b7-4c8a99a4c621","http://bellatlas.umn.edu/collections/individual/index.php?occid=630008","22571.1897","","good","","","","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"116","Flavoparmelia caperata",NA,"","","","",881733,"Fungi","Ascomycota","(L.) Hale","Flavoparmelia","caperata","Cole, M.","2075","7/24/1996",1996,7,24,206,"24-Jul-96","on fallen pine","United States","Minnesota","Clearwater","Okerson Heights Trail Near Budd Lake; Itasca State Park",0,47.16388889,-95.175,"47°09'50""N, 95°10'30""W","6/2/2016 12:52",11,"urn:uuid:ab99e9c0-a297-472d-b15f-6767f98fc0bb","http://bellatlas.umn.edu/collections/individual/index.php?occid=747557","881733.1996","","good","","","","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"117","Flavoparmelia caperata",NA,"","","","",901650,"Fungi","Ascomycota","(L.) Hale","Flavoparmelia","caperata","Wetmore, C.","96815","8/7/2007",2007,8,7,219,"7-Aug-07","","United States","Minnesota","Cook","Smith Island In Poplar Lake; Superior National Forest",0,48.05138889,-90.51972222,"48°03'05""N, 90°31'11""W","6/2/2016 12:52",11,"urn:uuid:9fd9265a-1798-4060-88ec-4987af3e5ab0","http://bellatlas.umn.edu/collections/individual/index.php?occid=761697","901650.2007","some moss amongst lichen","good","","","","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"118","Flavoparmelia caperata",632827,"MIN","Lichens","PreservedSpecimen","urn:uuid:c6db391c-8938-4aa8-92b1-340d265606ef",22599,"Fungi","Ascomycota","(L.) Hale","Flavoparmelia","caperata","Fink, B.","769","7/20/1901",1901,7,20,201,"20-Jul-01","on rocks, canada","Canada","Ontario","Rainy River","Emo",0,NA,NA,"","6/2/2016 12:52",11,"urn:uuid:9dc9e54d-b030-40b7-8ff2-9967b9b5c670","http://bellatlas.umn.edu/collections/individual/index.php?occid=630033","22599.1901","","good","","","","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"119","Flavoparmelia caperata",NA,"","","","",917363,"Fungi","Ascomycota","(L.) Hale","Flavoparmelia","caperata","Wetmore, C.","98863","8/26/2009",2009,8,26,238,"26-Aug-09","","United States","Minnesota","Cook","Se Facing Cliffs At South Fowl Lake",0,48.04138889,-90.01472222,"48°02'29""N, 90°00'53""W","6/2/2016 12:52",11,"urn:uuid:318445ff-1540-4b60-8a02-705ebfcc7c71","http://bellatlas.umn.edu/collections/individual/index.php?occid=765966","917363.2009","","good","","","","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"120","Flavoparmelia caperata",713742,"MIN","Lichens","PreservedSpecimen","urn:uuid:1a587889-3c94-439c-a4c0-13d306ae7828",732323,"Fungi","Ascomycota","(L.) Hale","Flavoparmelia","caperata","Harris, S.","2367","6/26/1935",1935,6,26,177,"26-Jun-35","","United States","Minnesota","Anoka","Between Bethel And Fish Lake",0,NA,NA,"","6/2/2016 12:52",11,"urn:uuid:2213d218-a6dd-4293-bc35-266dda193889","http://bellatlas.umn.edu/collections/individual/index.php?occid=676083","732323.1935","low sample selection","not great","","","","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"121","Flavoparmelia caperata",NA,"","","","",933970,"Fungi","Ascomycota","(L.) Hale","Flavoparmelia","caperata","Wetmore, C.","100550","7/13/2012",2012,7,13,195,"13-Jul-12","on log","United States","Minnesota","Cook","Mt Rose, N Side of; Grand Portage National Monument",0,47.96277778,-89.68861111,"47°57'46""N, 89°41'19""W","6/2/2016 12:52",11,"urn:uuid:d1294a91-81e4-452e-8980-df5b4e4d671e","http://bellatlas.umn.edu/collections/individual/index.php?occid=770134","933970.2012","","good","","","","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"122","Flavoparmelia caperata",644260,"MIN","Lichens","PreservedSpecimen","urn:uuid:e13be6d3-7a9a-4ca5-9e60-c30eb9528667",691735,"Fungi","Ascomycota","(L.) Hale","Flavoparmelia","caperata","Tucker, S.","s.n.","6/17/1955",1955,6,17,168,"17-Jun-55","","United States","Minnesota","Clearwater","Biological Station; Itasca State Park",0,NA,NA,"","6/2/2016 12:52",11,"urn:uuid:20731112-42bc-42e8-beae-a51ab9733728","http://bellatlas.umn.edu/collections/individual/index.php?occid=660710","691735.1955","","good","","","","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"123","Flavoparmelia caperata",643853,"MIN","Lichens","PreservedSpecimen","urn:uuid:183e8874-013c-4912-9a68-c00e29eb317d",434359,"Fungi","Ascomycota","(L.) Hale","Flavoparmelia","caperata","Cotter, S.","184","5/30/1948",1948,5,30,151,"30-May-48","","United States","Minnesota","Cook","Tomteboda, Grand Marais",0,NA,NA,"","6/2/2016 12:52",11,"urn:uuid:507eeedd-c912-408c-96d9-19c7fb4cbe4f","http://bellatlas.umn.edu/collections/individual/index.php?occid=632826","434359.1948","low sample selection","not great","","","","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"124","Flavoparmelia caperata",NA,"","","","",933105,"Fungi","Ascomycota","(L.) Hale","Flavoparmelia","caperata","Wetmore, C.","100411","8/18/2010",2010,8,18,230,"18-Aug-10","on balsam fir","United States","Minnesota","Cook","Pigeon River, Ne of Grand Portage",0,47.99333333,-89.57277778,"47°59'36""N, 89°34'22""W","6/2/2016 12:52",11,"urn:uuid:98e46500-7488-4c43-a6bf-36d8cdc4f09e","http://bellatlas.umn.edu/collections/individual/index.php?occid=769856","933105.2010","","good","","","","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"125","Flavoparmelia caperata",676083,"MIN","Lichens","PreservedSpecimen","urn:uuid:2213d218-a6dd-4293-bc35-266dda193889",434360,"Fungi","Ascomycota","(L.) Hale","Flavoparmelia","caperata","Cotter, S.","1509","10/7/1950",1950,10,7,280,"7-Oct-50","on tamarack","United States","Minnesota","Anoka","Cedar Creek Bog; Cedar Creek Ecosystem Science Reserve",0,NA,NA,"","6/2/2016 12:52",11,"urn:uuid:c6db391c-8938-4aa8-92b1-340d265606ef","http://bellatlas.umn.edu/collections/individual/index.php?occid=632827","434360.1950","","good","","","","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"126","Flavoparmelia caperata",696075,"MIN","Lichens","PreservedSpecimen","urn:uuid:381dced7-a23e-4881-ab87-81ba04f44e54",720619,"Fungi","Ascomycota","(L.) Hale","Flavoparmelia","caperata","Wetmore, C.","41718","8/5/1980",1980,8,5,218,"5-Aug-80","on bur oak","United States","Minnesota","Kittson","Lake Bronson, 3 Mi Se",0,48.70888889,-96.60666667,"48°42'32""N, 96°36'24""W","6/2/2016 12:52",11,"urn:uuid:86b96099-3c65-4e87-aa59-86c926387e8d","http://bellatlas.umn.edu/collections/individual/index.php?occid=673803","720619.1980","","good","","","","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"127","Flavoparmelia caperata",761697,"MIN","Lichens","PreservedSpecimen","urn:uuid:9fd9265a-1798-4060-88ec-4987af3e5ab0",653732,"Fungi","Ascomycota","(L.) Hale","Flavoparmelia","caperata","Wetmore, C.","21846","8/24/1973",1973,8,24,236,"24-Aug-73","on rock","United States","Minnesota","Saint Louis","Fenske Lake, 4 Mi N; Superior National Forest",0,48.05277778,-91.92527778,"48°03'10""N, 91°55'31""W","6/2/2016 12:52",11,"urn:uuid:183e8874-013c-4912-9a68-c00e29eb317d","http://bellatlas.umn.edu/collections/individual/index.php?occid=643853","653732.1973","","good","","","","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"128","Flavoparmelia euplecta",740898,"MIN","Lichens","PreservedSpecimen","urn:uuid:a8b24c82-e75d-4957-8f78-3e711025642b",760177,"Fungi","Ascomycota","(Stirt.) Hale","Flavoparmelia","euplecta","Nash, T.","20348","8/12/1981",1981,8,12,224,"12-Aug-81","on acidic rock","Australia","South Australia","","Springton, 9 km E of",0,NA,NA,"","6/2/2016 12:52",11,"urn:uuid:8f5c529c-c796-4844-8e87-5d810b50e335","http://bellatlas.umn.edu/collections/individual/index.php?occid=685722","760177.1981","","good","","","","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"129","Flavoparmelia euplecta",NA,"","","","",872387,"Fungi","Ascomycota","(Stirt.) Hale","Flavoparmelia","euplecta","Wetmore, C.","78234","10/23/1997",1997,10,23,296,"23-Oct-97","","Australia","Western Australia","","Mt. Barker, 9 Km E of",0,-34.645,117.7769444,"34°38'42""S, 117°46'37""E","6/2/2016 12:52",11,"urn:uuid:edf6922a-8464-400a-9984-33c14de98954","http://bellatlas.umn.edu/collections/individual/index.php?occid=740949","872387.1997","","good","","","","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"130","Flavoparmelia haysomii",742842,"MIN","Lichens","PreservedSpecimen","urn:uuid:09cbf22b-8716-4e6b-a7a6-2bfb0db14510",772366,"Fungi","Ascomycota","(C.W. Dodge) Hale","Flavoparmelia","haysomii","Whinray, J.","680","10/10/1975",1975,10,10,283,"10-Oct-75","on quartzite outcrop","Australia","Tasmania","","Badger Island",0,NA,NA,"","6/2/2016 12:52",11,"urn:uuid:3b37ba12-cec6-4d2f-b418-e0b8685a2e6c","http://bellatlas.umn.edu/collections/individual/index.php?occid=691963","772366.1975","","BAD","","","","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"131","Flavoparmelia haysomii",771092,"MIN","Lichens","PreservedSpecimen","urn:uuid:c5a67394-bf61-4af2-9149-d92faaf9957d",854654,"Fungi","Ascomycota","(C.W. Dodge) Hale","Flavoparmelia","haysomii","Streimann, H.","54301","9/14/1994",1994,9,14,257,"14-Sep-94","exposed boulder","Australia","Western Australia","","Mt. Chudalup",0,-34.76666667,116.0833333,"34°46' S, 116°05' E","6/2/2016 12:52",11,"urn:uuid:15ab32a7-f129-4209-961a-b83827373ec3","http://bellatlas.umn.edu/collections/individual/index.php?occid=730075","854654.1994","","good","","","","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"132","Flavoparmelia haysomii",770221,"MIN","Lichens","PreservedSpecimen","urn:uuid:e8ecdfb5-484f-4c25-861b-f74b1647c226",854596,"Fungi","Ascomycota","(C.W. Dodge) Hale","Flavoparmelia","haysomii","Streimann, H.","55370","10/5/1994",1994,10,5,278,"5-Oct-94","semi-shaded boulder","Australia","Victoria","","Ararat, 24 km Ene of; Mount Cole State Forest",0,-37.21666667,143.2,"37°13' S, 143°12' E","6/2/2016 12:52",11,"urn:uuid:39f57aab-831e-4762-83a8-e4f410c22536","http://bellatlas.umn.edu/collections/individual/index.php?occid=730017","854596.1994","","good","","","","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"133","Flavoparmelia haysomii",731499,"MIN","Lichens","PreservedSpecimen","urn:uuid:b2c407b0-d68e-4393-8bc1-de53a87ff78d",760175,"Fungi","Ascomycota","(C.W. Dodge) Hale","Flavoparmelia","haysomii","Nash, T.","19854","8/12/1981",1981,8,12,224,"12-Aug-81","on sandstone","Australia","South Australia","","Springton, 7 km W of",0,NA,NA,"","6/2/2016 12:52",11,"urn:uuid:d9ba1c2d-82ea-43d6-8122-f72b80d8832f","http://bellatlas.umn.edu/collections/individual/index.php?occid=685720","760175.1981","","good","","","","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
"134","Flavoparmelia haysomii",770230,"MIN","Lichens","PreservedSpecimen","urn:uuid:2365d212-4a84-429a-9164-aeb38cf668ee",854633,"Fungi","Ascomycota","(C.W. Dodge) Hale","Flavoparmelia","haysomii","Streimann, H.","55062","9/30/1994",1994,9,30,273,"30-Sep-94","boulder","Australia","South Australia","","Cape Borda, 18 km Sse of",0,-35.71666667,136.7666667,"35°43' S, 136°46' E","6/2/2016 12:52",11,"urn:uuid:88cea78b-fecf-4936-b455-ae7ae03cd5ef","http://bellatlas.umn.edu/collections/individual/index.php?occid=730054","854633.1994","","good","","","","Parmeliaceae","Lecanorales","Lecanoromycetes","foliose","chlorococcoid"
